Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
Loyal Customer,59,Personal Travel,Business,2134,3,2,3,3,2,4,4,2,2,3,2,4,2,1,0,0.0,0
Loyal Customer,8,Business travel,Eco,2623,4,4,4,4,4,4,4,4,2,2,4,2,1,4,0,0.0,1
Loyal Customer,38,Business travel,Business,1090,4,4,4,4,3,4,4,3,3,4,3,4,3,3,0,0.0,1
Loyal Customer,50,Business travel,Business,234,4,4,4,4,2,3,3,2,2,2,4,2,2,2,0,0.0,0
Loyal Customer,47,Personal Travel,Eco,699,0,5,0,4,5,4,4,1,1,1,1,3,1,3,62,49.0,1
disloyal Customer,29,Business travel,Eco,1787,5,5,5,3,2,5,2,2,1,4,3,2,1,2,0,34.0,1
Loyal Customer,59,Business travel,Business,1595,2,2,2,2,2,4,5,3,3,3,3,4,3,4,0,0.0,1
Loyal Customer,25,Personal Travel,Eco Plus,1383,2,5,2,4,1,2,1,1,5,4,5,5,5,1,19,8.0,0
Loyal Customer,44,Business travel,Eco Plus,1824,4,3,3,3,4,4,4,4,1,5,4,2,4,4,32,53.0,1
Loyal Customer,60,Business travel,Business,368,4,4,4,4,4,5,5,5,5,5,5,5,5,4,17,15.0,1
disloyal Customer,22,Business travel,Eco,2200,2,0,2,2,2,2,2,2,4,5,4,5,4,2,0,0.0,0
Loyal Customer,23,Personal Travel,Eco,2823,3,2,3,4,1,3,1,1,4,1,4,1,3,1,0,0.0,0
Loyal Customer,41,Business travel,Business,2997,1,1,1,1,5,4,5,2,2,2,2,5,2,5,0,0.0,1
Loyal Customer,28,Personal Travel,Eco,3170,2,2,2,2,3,4,5,5,5,5,5,5,5,3,0,0.0,1
Loyal Customer,10,Personal Travel,Eco,3257,3,3,3,3,5,5,4,4,4,4,4,3,4,4,10,0.0,1
Loyal Customer,39,Business travel,Business,1762,1,1,1,1,2,3,5,5,5,5,5,3,5,4,34,36.0,1
Loyal Customer,62,Personal Travel,Eco Plus,558,3,5,3,5,5,4,5,1,1,3,1,3,1,5,0,0.0,0
Loyal Customer,54,Business travel,Business,318,4,4,4,4,3,4,4,5,5,5,5,5,5,3,0,5.0,1
Loyal Customer,52,Business travel,Business,3327,1,1,1,1,5,4,4,5,5,5,5,4,5,5,9,0.0,1
disloyal Customer,25,Personal Travel,Eco,2217,1,4,1,1,5,1,5,5,3,5,4,3,5,5,24,13.0,0
Loyal Customer,54,Business travel,Business,2310,5,5,5,5,3,5,4,5,5,5,5,4,5,3,0,0.0,1
Loyal Customer,29,Business travel,Business,3099,4,4,4,4,5,5,5,5,4,5,5,4,5,5,2,0.0,1
Loyal Customer,27,Business travel,Business,4694,1,1,1,1,4,4,4,4,5,4,5,5,4,4,0,2.0,1
Loyal Customer,14,Personal Travel,Eco,1748,2,5,2,3,3,2,1,3,4,3,4,4,5,3,0,0.0,0
disloyal Customer,24,Business travel,Eco,2434,1,1,1,3,1,1,1,1,2,4,4,4,4,1,92,76.0,0
Loyal Customer,43,Personal Travel,Eco,1844,1,2,1,2,1,1,1,1,2,2,2,3,2,1,0,0.0,0
disloyal Customer,25,Business travel,Eco,2293,3,3,3,4,5,3,5,5,4,5,4,4,3,5,20,0.0,0
Loyal Customer,44,Business travel,Business,247,3,3,3,3,4,5,4,3,3,4,3,5,3,5,1,7.0,1
Loyal Customer,34,Business travel,Business,430,5,5,5,5,2,4,5,5,5,5,5,3,5,3,47,41.0,1
Loyal Customer,45,Personal Travel,Eco,2853,2,4,2,3,1,2,1,1,2,2,4,1,3,1,3,11.0,0
Loyal Customer,65,Personal Travel,Eco,394,2,2,2,2,4,4,4,5,5,4,5,3,5,3,0,0.0,1
Loyal Customer,53,Personal Travel,Eco,1908,3,4,3,1,5,3,5,5,3,2,4,5,5,5,2,0.0,0
Loyal Customer,51,Business travel,Business,432,1,1,1,1,4,5,4,5,5,5,5,4,5,5,0,0.0,1
Loyal Customer,43,Business travel,Business,725,3,3,4,3,3,4,5,5,5,5,5,3,5,3,3,11.0,1
disloyal Customer,55,Business travel,Eco,1465,3,1,2,4,3,2,3,3,2,3,4,4,4,3,78,87.0,0
Loyal Customer,49,Business travel,Business,2919,5,5,5,5,5,4,4,2,2,2,2,3,2,5,4,24.0,1
Loyal Customer,48,Business travel,Business,3092,3,3,3,3,4,5,5,4,4,5,4,5,4,3,3,3.0,1
Loyal Customer,64,Personal Travel,Eco,1390,3,5,3,3,5,3,5,5,3,5,5,3,5,5,0,0.0,0
Loyal Customer,51,Business travel,Business,2609,4,4,4,4,4,4,4,5,3,4,5,4,5,4,93,93.0,1
Loyal Customer,40,Business travel,Business,1935,5,5,5,5,5,5,5,5,5,5,5,5,5,4,8,0.0,1
Loyal Customer,25,Business travel,Business,1207,3,4,4,4,3,3,3,3,3,5,4,2,4,3,96,78.0,0
disloyal Customer,29,Business travel,Eco,1754,4,5,5,3,1,5,1,1,4,3,3,1,2,1,0,0.0,0
Loyal Customer,49,Business travel,Business,229,0,0,0,5,2,5,4,4,4,4,4,4,4,5,0,0.0,1
Loyal Customer,56,Business travel,Business,786,4,4,4,4,5,5,4,4,4,4,4,3,4,3,53,58.0,1
Loyal Customer,33,Personal Travel,Eco,2074,4,5,4,1,1,4,1,1,3,3,5,5,5,1,0,32.0,0
Loyal Customer,45,Business travel,Business,434,4,4,5,4,4,4,4,4,4,4,4,4,4,3,0,0.0,1
Loyal Customer,50,Business travel,Business,143,4,4,4,4,4,4,4,5,5,5,4,4,5,3,0,0.0,1
disloyal Customer,43,Business travel,Eco,1194,3,5,3,4,2,3,2,2,2,1,5,1,1,2,0,0.0,0
Loyal Customer,11,Personal Travel,Eco,1859,3,3,3,3,4,5,5,5,5,5,5,4,5,4,42,56.0,1
disloyal Customer,41,Business travel,Business,4063,1,1,1,2,5,1,5,5,4,5,3,5,5,5,0,0.0,0
Loyal Customer,21,Personal Travel,Eco,2095,0,1,0,4,4,0,4,4,1,4,3,4,4,4,0,0.0,1
Loyal Customer,44,Personal Travel,Eco Plus,2891,4,5,4,3,5,4,5,5,4,2,3,5,4,5,0,0.0,0
Loyal Customer,44,Business travel,Business,1587,1,1,1,1,2,1,2,1,1,1,1,2,1,4,0,0.0,0
Loyal Customer,51,Personal Travel,Eco,1865,4,5,4,1,2,4,5,2,4,4,5,3,5,2,38,31.0,1
Loyal Customer,42,Business travel,Business,353,2,2,2,2,1,2,1,5,5,5,5,1,5,3,0,0.0,1
disloyal Customer,22,Business travel,Business,2029,0,0,0,3,4,0,4,4,2,1,4,1,5,4,1,4.0,1
disloyal Customer,47,Business travel,Eco,1702,1,4,1,2,3,1,3,3,1,1,1,3,4,3,2,14.0,0
disloyal Customer,36,Business travel,Business,1429,3,3,3,4,4,3,4,4,5,2,5,5,4,4,0,0.0,0
Loyal Customer,9,Personal Travel,Eco,2138,5,4,4,4,5,5,4,5,5,5,5,4,5,5,17,0.0,1
Loyal Customer,45,Business travel,Business,2821,3,3,3,3,3,4,4,5,5,5,5,4,5,3,100,91.0,1
Loyal Customer,27,Business travel,Eco,4099,3,3,3,3,3,3,3,4,5,2,2,3,1,3,0,2.0,0
Loyal Customer,40,Business travel,Business,2411,2,3,3,3,4,3,2,2,2,2,2,3,2,2,18,21.0,0
Loyal Customer,51,Business travel,Business,624,1,1,1,1,4,4,5,4,4,4,4,5,4,3,28,46.0,1
Loyal Customer,37,Personal Travel,Eco,1879,5,5,5,5,5,5,4,5,5,5,5,5,5,4,0,0.0,1
Loyal Customer,38,Business travel,Business,3598,5,5,1,5,2,4,1,5,5,4,5,2,5,4,68,81.0,1
Loyal Customer,7,Personal Travel,Eco,2165,5,5,5,5,3,1,4,4,4,4,5,5,4,5,0,0.0,1
Loyal Customer,34,Personal Travel,Eco,2520,2,4,2,4,3,2,3,3,4,5,4,3,3,3,0,0.0,0
Loyal Customer,50,Personal Travel,Eco,2133,3,1,3,4,1,3,1,1,1,3,4,3,3,1,0,0.0,0
Loyal Customer,34,Business travel,Eco,1793,2,5,5,5,2,2,2,2,1,5,3,3,4,2,22,38.0,0
Loyal Customer,22,Personal Travel,Eco,1327,1,1,1,1,5,4,5,5,5,5,5,4,5,5,30,18.0,1
Loyal Customer,47,Personal Travel,Eco,380,3,3,3,3,2,5,4,4,4,4,4,5,4,5,0,0.0,1
disloyal Customer,26,Business travel,Business,1649,5,0,5,4,1,5,1,1,5,3,5,3,5,1,0,0.0,1
Loyal Customer,12,Business travel,Business,4926,4,4,2,4,4,4,4,4,5,3,4,5,5,4,0,0.0,1
Loyal Customer,42,Business travel,Business,2691,2,1,1,1,4,4,4,2,2,3,2,2,2,1,2,54.0,0
Loyal Customer,45,Business travel,Business,2128,4,4,3,4,4,1,2,4,4,4,4,3,4,3,19,56.0,1
Loyal Customer,50,Business travel,Business,3309,5,1,5,5,2,4,5,5,5,5,5,3,5,5,0,0.0,1
Loyal Customer,58,Business travel,Business,221,3,3,3,3,5,2,5,4,4,5,3,1,4,2,0,18.0,1
Loyal Customer,54,Personal Travel,Business,982,3,5,3,5,4,5,5,4,4,3,4,3,4,3,0,0.0,0
disloyal Customer,27,Business travel,Business,2938,3,3,3,3,4,3,4,4,4,5,5,5,5,4,0,0.0,0
Loyal Customer,35,Personal Travel,Business,985,3,3,3,3,2,4,4,4,4,4,4,3,4,4,0,0.0,1
Loyal Customer,12,Personal Travel,Eco,3733,3,3,3,2,3,1,1,3,5,4,2,1,4,1,0,0.0,0
Loyal Customer,44,Business travel,Business,554,1,1,1,1,4,5,5,4,4,4,4,4,4,3,0,0.0,1
Loyal Customer,38,Business travel,Business,234,4,4,4,4,4,5,4,4,4,4,5,3,4,4,0,0.0,1
Loyal Customer,51,Business travel,Business,2179,3,3,3,3,4,4,4,4,4,4,4,4,4,4,14,15.0,1
Loyal Customer,51,Business travel,Business,1440,4,4,4,4,4,4,4,4,4,5,4,3,4,5,0,0.0,1
Loyal Customer,52,Business travel,Business,2056,1,1,1,1,5,3,5,4,4,4,4,3,4,4,0,28.0,1
Loyal Customer,30,Business travel,Business,4725,3,3,1,3,4,4,4,4,2,2,1,4,5,4,86,77.0,1
Loyal Customer,57,Business travel,Business,3321,3,3,3,3,3,4,4,5,5,4,5,3,5,5,0,1.0,1
Loyal Customer,49,Personal Travel,Eco,3288,2,4,2,2,1,2,1,1,2,3,4,3,4,1,0,14.0,0
Loyal Customer,65,Personal Travel,Eco,429,5,4,4,4,1,5,4,5,5,5,5,1,5,5,88,88.0,1
Loyal Customer,48,Business travel,Eco,2587,2,1,1,1,2,2,2,2,1,2,2,2,2,2,0,0.0,0
Loyal Customer,44,Business travel,Business,2956,3,5,5,5,2,4,4,3,3,3,3,1,3,3,0,0.0,0
Loyal Customer,28,Personal Travel,Eco,2557,5,5,1,5,1,1,4,4,4,4,4,1,4,2,53,46.0,1
Loyal Customer,52,Personal Travel,Eco Plus,491,5,5,3,5,1,5,2,4,4,4,4,1,4,5,4,0.0,1
Loyal Customer,31,Personal Travel,Eco,2075,5,5,5,5,5,5,5,5,5,3,4,5,3,5,1,0.0,1
Loyal Customer,12,Personal Travel,Eco,1903,4,4,4,1,4,4,4,5,5,4,4,4,5,4,134,133.0,0
Loyal Customer,16,Business travel,Business,3166,5,5,5,5,5,4,5,5,3,2,2,2,4,5,5,0.0,1
Loyal Customer,50,Business travel,Business,2645,4,4,1,4,2,4,4,4,4,4,4,5,4,5,0,0.0,1
disloyal Customer,26,Business travel,Business,1681,3,0,3,4,1,3,1,1,3,3,5,4,4,1,2,0.0,0
Loyal Customer,29,Personal Travel,Eco,3996,3,3,3,3,3,5,4,5,5,5,5,4,5,5,15,17.0,1
Loyal Customer,35,Business travel,Eco,1600,2,5,5,5,2,2,2,2,2,5,3,4,4,2,0,0.0,1
Loyal Customer,31,Personal Travel,Eco,1804,4,4,4,4,5,5,5,5,4,5,4,4,4,5,3,3.0,1
Loyal Customer,11,Personal Travel,Eco,2123,5,5,5,5,5,5,4,4,4,4,4,4,4,4,7,5.0,1
Loyal Customer,24,Personal Travel,Eco,2299,2,2,3,2,4,4,4,5,5,5,5,3,5,4,0,0.0,1
Loyal Customer,13,Business travel,Eco Plus,1694,2,1,1,1,2,2,3,2,1,1,4,1,3,2,10,10.0,0
Loyal Customer,52,Business travel,Business,440,1,1,1,1,2,4,4,4,4,4,4,3,4,3,11,0.0,1
Loyal Customer,32,Business travel,Business,4776,2,1,3,1,2,2,2,2,1,5,3,1,4,2,0,0.0,0
Loyal Customer,10,Personal Travel,Eco,1723,2,5,2,3,2,2,3,2,4,3,5,2,2,2,72,80.0,0
disloyal Customer,38,Business travel,Business,1726,4,4,4,4,2,4,2,2,3,4,5,4,4,2,16,15.0,1
Loyal Customer,44,Personal Travel,Eco,361,1,1,1,1,5,5,5,5,4,4,4,4,5,5,0,0.0,1
Loyal Customer,38,Business travel,Business,1950,1,5,5,5,3,3,3,1,1,1,1,2,1,1,5,0.0,0
disloyal Customer,26,Business travel,Business,1283,4,4,4,4,3,4,3,3,2,3,3,2,3,3,26,29.0,0
Loyal Customer,59,Personal Travel,Eco Plus,1511,3,5,3,3,1,3,1,1,5,5,4,3,4,1,0,0.0,0
Loyal Customer,51,Business travel,Business,2558,4,4,4,4,2,5,4,5,5,4,5,3,5,5,0,0.0,1
Loyal Customer,67,Personal Travel,Eco Plus,533,2,2,2,2,3,5,5,5,5,5,5,5,5,3,63,51.0,1
Loyal Customer,54,Business travel,Business,1464,1,1,1,1,3,5,5,4,4,4,4,3,4,5,0,0.0,1
disloyal Customer,38,Business travel,Eco,2813,4,4,4,3,3,4,3,3,1,2,3,1,3,3,0,0.0,0
Loyal Customer,55,Business travel,Eco,2377,5,5,5,5,5,5,5,5,4,5,2,5,2,5,0,0.0,1
Loyal Customer,19,Business travel,Business,3262,2,1,1,1,2,3,2,2,4,2,4,3,4,2,0,0.0,0
Loyal Customer,7,Personal Travel,Eco,2463,2,2,2,2,2,1,3,5,5,5,5,4,5,2,0,0.0,1
Loyal Customer,34,Business travel,Business,438,2,2,2,2,5,1,5,4,4,3,4,3,4,4,30,38.0,1
Loyal Customer,47,Business travel,Business,3390,1,1,1,1,3,5,3,4,4,4,4,2,4,5,0,0.0,1
Loyal Customer,42,Business travel,Business,3698,5,5,5,5,5,5,5,4,4,4,4,5,4,4,116,128.0,1
Loyal Customer,56,Personal Travel,Eco,478,2,2,2,2,5,3,1,4,4,4,4,2,4,3,0,0.0,1
disloyal Customer,28,Business travel,Business,2160,3,3,3,1,4,3,4,4,5,5,5,3,5,4,0,0.0,0
Loyal Customer,62,Business travel,Business,432,2,2,2,2,5,5,5,5,5,5,5,3,5,5,0,0.0,1
Loyal Customer,28,Business travel,Business,3927,3,1,1,1,3,3,3,3,4,3,3,2,4,3,6,0.0,0
Loyal Customer,45,Business travel,Eco,2204,5,4,4,4,5,5,5,5,1,4,3,2,1,5,0,0.0,1
Loyal Customer,29,Business travel,Eco,2113,5,1,1,1,5,5,5,5,2,5,4,2,2,5,0,12.0,1
Loyal Customer,56,Business travel,Eco,1467,2,1,1,1,2,2,2,2,4,4,3,2,2,2,9,0.0,0
Loyal Customer,50,Business travel,Business,3292,1,1,5,1,4,4,4,4,4,4,4,4,4,5,26,11.0,1
Loyal Customer,47,Personal Travel,Eco,634,4,5,2,5,4,4,4,4,1,4,1,4,1,4,0,0.0,1
disloyal Customer,21,Business travel,Eco,1569,2,0,2,3,4,2,3,4,3,1,4,2,4,4,16,29.0,0
Loyal Customer,46,Business travel,Business,2614,1,1,1,1,3,5,4,4,4,5,4,3,4,4,23,25.0,1
Loyal Customer,26,Personal Travel,Eco,1077,1,5,1,1,3,1,3,3,1,2,1,4,3,3,0,0.0,0
Loyal Customer,9,Personal Travel,Eco,2672,2,5,2,4,1,2,1,1,5,2,3,3,5,1,0,0.0,0
Loyal Customer,12,Personal Travel,Business,1813,0,4,0,3,1,0,1,1,2,5,4,3,3,1,14,44.0,1
disloyal Customer,22,Business travel,Eco,1908,5,0,5,4,4,5,4,4,5,2,4,4,5,4,0,0.0,1
Loyal Customer,57,Business travel,Business,348,3,3,3,3,2,4,4,5,5,5,5,4,5,5,0,0.0,1
Loyal Customer,31,Business travel,Business,2869,3,2,2,2,3,3,3,3,1,4,4,2,4,3,0,4.0,0
disloyal Customer,25,Business travel,Eco,2259,2,5,2,4,2,5,5,5,1,4,3,5,1,5,141,128.0,0
Loyal Customer,46,Business travel,Eco Plus,2086,4,4,2,4,3,4,3,3,2,4,3,2,5,3,117,125.0,1
Loyal Customer,45,Business travel,Business,249,2,2,2,2,3,4,4,4,4,4,5,3,4,5,0,0.0,1
Loyal Customer,18,Business travel,Business,3469,2,4,4,4,2,2,2,2,2,3,3,3,4,2,24,6.0,0
Loyal Customer,32,Business travel,Eco,2337,2,5,5,5,2,2,2,2,2,5,2,4,3,2,0,0.0,0
disloyal Customer,26,Business travel,Business,2117,2,2,2,1,3,2,3,3,3,5,4,5,5,3,1,0.0,0
disloyal Customer,41,Business travel,Business,1691,2,2,2,4,1,2,1,1,5,5,4,2,4,1,0,0.0,0
Loyal Customer,27,Business travel,Eco,2387,1,2,2,2,1,1,1,1,4,3,4,1,3,1,56,48.0,0
Loyal Customer,50,Business travel,Business,1912,5,5,4,5,4,5,5,5,5,5,5,4,5,3,0,0.0,1
disloyal Customer,58,Business travel,Business,1856,4,4,4,4,5,4,5,5,2,4,4,1,3,5,0,0.0,0
Loyal Customer,30,Business travel,Business,2282,2,2,2,2,4,4,4,4,4,5,4,5,4,4,0,0.0,1
disloyal Customer,26,Business travel,Business,2159,3,3,3,3,1,3,1,1,5,3,4,3,4,1,0,0.0,0
Loyal Customer,35,Business travel,Business,3612,3,3,3,3,5,5,5,2,5,5,2,5,3,5,142,123.0,1
Loyal Customer,49,Personal Travel,Eco,1553,2,5,2,3,3,2,3,3,3,2,5,4,4,3,0,0.0,0
Loyal Customer,25,Business travel,Business,4014,4,4,4,4,5,5,5,5,3,2,5,3,4,5,12,0.0,1
Loyal Customer,33,Personal Travel,Eco,1741,4,5,4,4,3,4,1,3,3,3,5,5,4,3,13,8.0,1
Loyal Customer,65,Business travel,Eco,910,3,4,4,4,4,2,2,3,3,3,3,1,3,1,16,6.0,0
Loyal Customer,63,Personal Travel,Eco,1548,3,5,3,1,1,3,1,1,4,4,4,5,5,1,0,0.0,0
Loyal Customer,41,Business travel,Business,3207,1,1,1,1,5,5,5,5,5,5,5,3,5,5,0,0.0,1
Loyal Customer,58,Business travel,Business,1451,4,4,5,4,5,4,4,4,4,4,4,3,4,3,7,11.0,1
Loyal Customer,54,Business travel,Business,3098,3,3,3,3,1,1,1,5,5,5,5,5,5,2,0,0.0,1
Loyal Customer,63,Personal Travel,Eco,1630,1,5,1,1,1,1,1,1,5,2,4,4,5,1,82,86.0,0
Loyal Customer,33,Business travel,Business,2242,2,2,2,2,5,4,5,5,5,5,5,3,5,5,0,0.0,1
Loyal Customer,37,Business travel,Business,1840,1,1,1,1,3,5,5,4,4,5,4,4,4,4,1,0.0,1
Loyal Customer,32,Business travel,Business,3489,4,5,5,5,4,4,4,4,4,5,3,4,3,4,7,18.0,0
disloyal Customer,35,Business travel,Eco Plus,3951,2,2,2,1,2,2,2,2,2,2,1,5,1,2,0,0.0,0
Loyal Customer,56,Business travel,Business,2991,4,4,4,4,2,4,5,5,5,5,4,4,5,4,0,0.0,1
Loyal Customer,45,Business travel,Eco,266,2,1,3,1,5,5,1,3,3,2,3,5,3,5,0,0.0,1
Loyal Customer,28,Personal Travel,Eco Plus,1393,4,4,4,4,2,4,2,2,4,3,4,3,4,2,0,0.0,0
Loyal Customer,55,Personal Travel,Eco Plus,584,5,5,5,5,5,2,4,5,5,5,5,1,5,5,0,0.0,1
Loyal Customer,53,Personal Travel,Eco,2445,4,5,4,3,4,4,2,4,5,4,5,4,4,4,0,0.0,0
Loyal Customer,16,Personal Travel,Eco,2488,5,5,5,5,4,3,5,4,4,4,4,5,4,3,0,15.0,1
Loyal Customer,62,Business travel,Business,3711,2,2,4,2,3,4,2,4,4,4,4,1,4,2,0,0.0,1
Loyal Customer,48,Business travel,Business,472,5,5,5,5,1,1,4,5,5,5,5,4,5,1,0,0.0,1
Loyal Customer,55,Business travel,Business,1002,3,3,3,3,2,5,5,4,4,4,4,3,4,4,0,6.0,1
disloyal Customer,24,Business travel,Eco,2838,1,1,1,3,5,1,5,5,3,3,2,2,4,5,0,0.0,0
Loyal Customer,34,Business travel,Business,854,5,5,5,5,4,5,2,4,4,4,4,3,4,4,0,0.0,1
Loyal Customer,51,Business travel,Business,457,2,2,4,2,2,5,5,5,5,4,5,4,5,5,14,0.0,1
Loyal Customer,36,Personal Travel,Eco,2077,1,4,1,2,4,1,5,4,5,5,5,4,4,4,0,0.0,0
Loyal Customer,14,Business travel,Eco,1989,2,1,2,1,2,3,2,2,1,4,3,1,4,2,26,13.0,0
Loyal Customer,34,Business travel,Business,5221,5,5,5,5,5,5,5,4,2,4,4,5,5,5,320,320.0,1
Loyal Customer,45,Business travel,Eco,6117,3,1,1,1,3,3,3,1,2,1,2,3,1,3,4,19.0,0
Loyal Customer,30,Business travel,Eco,3306,4,1,1,1,4,4,4,4,4,1,2,4,3,4,0,0.0,0
Loyal Customer,35,Business travel,Eco Plus,1224,2,1,1,1,2,2,2,2,4,3,3,3,4,2,19,27.0,0
Loyal Customer,55,Business travel,Business,483,5,5,5,5,3,4,5,5,5,5,5,4,5,3,0,0.0,1
Loyal Customer,38,Business travel,Business,3654,2,3,5,3,2,2,2,2,2,2,2,3,2,4,6,14.0,0
disloyal Customer,22,Business travel,Business,1620,3,4,3,3,4,3,4,4,1,4,3,3,3,4,0,0.0,0
Loyal Customer,34,Personal Travel,Eco,2217,4,0,4,1,3,4,3,3,3,5,4,3,4,3,0,0.0,0
Loyal Customer,48,Business travel,Business,1777,5,5,5,5,5,3,4,5,5,5,5,4,5,3,0,2.0,1
disloyal Customer,23,Business travel,Eco,1595,3,3,3,2,2,3,2,2,3,2,5,4,5,2,0,0.0,0
Loyal Customer,41,Business travel,Business,3199,1,1,1,1,5,2,1,4,4,4,4,5,4,3,0,0.0,1
Loyal Customer,70,Personal Travel,Eco Plus,1745,2,4,2,2,1,2,1,1,5,2,5,3,4,1,0,5.0,0
Loyal Customer,42,Business travel,Eco,2046,2,2,2,2,2,2,2,2,4,3,2,2,2,2,0,0.0,0
Loyal Customer,31,Personal Travel,Eco,1895,1,1,4,4,2,4,2,2,4,4,3,3,4,2,16,25.0,0
Loyal Customer,18,Personal Travel,Eco,2472,1,1,1,1,2,5,4,3,3,3,3,4,3,4,0,0.0,1
Loyal Customer,67,Personal Travel,Eco,965,1,1,1,1,2,3,4,4,4,4,4,4,4,4,0,0.0,1
Loyal Customer,80,Business travel,Business,3475,1,1,1,1,2,4,4,4,4,4,4,5,4,4,0,0.0,1
Loyal Customer,69,Personal Travel,Eco,935,1,1,4,1,2,4,4,5,5,5,5,5,5,5,4,25.0,1
disloyal Customer,50,Business travel,Business,2105,4,4,4,2,1,4,1,1,4,2,5,4,5,1,0,0.0,1
Loyal Customer,54,Business travel,Business,1707,3,3,3,3,4,5,5,5,5,5,5,5,5,3,0,9.0,1
Loyal Customer,31,Business travel,Business,3142,4,4,3,4,4,4,4,4,2,2,3,4,5,4,0,16.0,1
Loyal Customer,44,Business travel,Business,1534,2,3,3,3,1,4,4,2,2,2,2,1,2,2,1,0.0,0
Loyal Customer,49,Business travel,Business,1977,3,3,3,3,5,4,4,4,4,4,4,5,4,4,0,0.0,1
Loyal Customer,23,Business travel,Eco,2684,5,4,4,4,5,5,4,5,1,1,1,3,1,5,1,0.0,1
Loyal Customer,46,Business travel,Business,363,3,3,3,3,5,5,5,5,5,5,5,5,5,4,0,0.0,1
disloyal Customer,20,Business travel,Eco,2918,3,3,3,3,4,3,4,4,4,1,4,3,3,4,36,22.0,0
Loyal Customer,30,Personal Travel,Eco,2825,0,2,0,4,1,0,1,1,4,1,2,2,3,1,0,0.0,1
Loyal Customer,27,Business travel,Eco Plus,2409,2,2,2,2,2,2,2,2,2,5,4,2,3,2,17,20.0,0
Loyal Customer,66,Business travel,Eco Plus,1165,4,1,1,1,4,4,4,4,4,4,3,4,3,4,0,0.0,1
Loyal Customer,46,Business travel,Business,1697,2,5,5,5,5,3,4,2,2,2,2,2,2,4,0,0.0,0
Loyal Customer,23,Personal Travel,Eco Plus,1578,5,4,4,4,1,5,2,5,5,5,5,5,5,1,0,0.0,1
Loyal Customer,53,Business travel,Eco,1453,3,5,5,5,3,3,3,3,2,4,4,4,4,3,0,8.0,0
Loyal Customer,38,Business travel,Business,2993,3,3,3,3,3,4,5,4,4,4,4,3,4,5,6,0.0,1
disloyal Customer,23,Business travel,Eco,1427,5,5,5,1,1,5,1,1,3,3,4,3,4,1,28,22.0,1
Loyal Customer,58,Personal Travel,Eco,1013,3,3,3,3,4,2,1,5,5,5,5,2,5,5,0,0.0,1
Loyal Customer,57,Business travel,Business,2567,5,5,5,5,3,5,4,4,4,4,4,5,4,3,0,13.0,1
Loyal Customer,40,Business travel,Business,2366,3,1,2,2,4,3,4,3,3,3,3,2,3,3,6,4.0,0
Loyal Customer,44,Personal Travel,Eco,240,4,5,4,3,4,4,1,4,4,4,4,2,4,5,0,0.0,0
Loyal Customer,63,Personal Travel,Eco,2268,2,5,2,1,2,2,2,2,4,4,4,5,4,2,0,0.0,0
Loyal Customer,15,Personal Travel,Eco,1730,3,3,3,3,5,2,5,5,5,5,4,4,5,5,0,0.0,1
Loyal Customer,45,Business travel,Business,869,1,1,1,1,5,4,5,3,3,3,3,4,3,3,5,9.0,1
Loyal Customer,54,Personal Travel,Eco,888,1,1,1,1,5,5,5,5,5,5,5,4,5,5,0,0.0,1
disloyal Customer,49,Business travel,Business,2731,3,3,3,1,3,3,3,3,3,5,4,5,5,3,6,0.0,1
Loyal Customer,40,Personal Travel,Eco,1687,2,2,3,2,4,1,4,5,5,5,5,2,5,2,0,0.0,1
Loyal Customer,56,Business travel,Business,249,5,5,5,5,2,4,4,5,5,5,5,3,5,5,0,0.0,1
Loyal Customer,38,Personal Travel,Eco,1623,3,5,4,5,4,4,4,4,4,3,4,4,4,4,0,0.0,0
Loyal Customer,47,Business travel,Eco,1963,2,3,5,3,1,2,1,1,1,3,3,2,5,1,0,0.0,1
disloyal Customer,22,Business travel,Eco,2354,2,2,2,2,2,2,2,2,1,4,3,4,3,2,13,23.0,0
Loyal Customer,22,Business travel,Business,3818,3,2,2,2,3,3,3,3,3,2,3,3,4,3,32,58.0,0
Loyal Customer,41,Business travel,Business,222,2,4,4,4,5,4,4,1,1,1,2,2,1,3,0,0.0,0
disloyal Customer,8,Business travel,Eco,2048,2,5,2,1,1,2,1,1,3,5,4,3,5,1,0,0.0,0
Loyal Customer,14,Personal Travel,Eco,1296,2,5,2,1,2,2,2,2,4,5,4,4,5,2,34,20.0,0
Loyal Customer,26,Business travel,Business,4556,5,5,5,5,4,4,4,4,3,2,4,4,4,4,0,0.0,1
Loyal Customer,51,Business travel,Eco,76,2,3,3,3,3,2,2,2,2,2,2,2,2,3,0,0.0,0
Loyal Customer,47,Business travel,Business,2517,2,5,5,5,2,2,2,4,2,3,3,2,1,2,146,133.0,0
disloyal Customer,38,Business travel,Business,1889,5,5,5,2,5,5,4,5,4,4,4,5,5,5,0,0.0,1
Loyal Customer,53,Business travel,Business,901,5,5,5,5,2,5,4,4,4,4,4,5,4,3,17,0.0,1
Loyal Customer,9,Business travel,Eco,2596,2,4,2,4,2,2,1,2,1,5,3,4,3,2,0,4.0,0
