Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
Loyal Customer,53,Personal Travel,Eco,2043,2,5,2,1,5,2,5,5,3,2,3,5,2,5,0,0.0,0
Loyal Customer,22,Personal Travel,Eco,1359,4,3,4,3,2,3,3,4,4,4,5,4,4,3,0,0.0,1
Loyal Customer,51,Business travel,Business,1090,3,3,3,3,3,5,4,4,4,5,4,4,4,5,0,0.0,1
Loyal Customer,53,Business travel,Business,85,1,1,1,1,4,4,4,4,4,4,5,3,4,3,0,0.0,1
Loyal Customer,49,Business travel,Business,835,3,3,3,3,2,4,4,5,5,5,5,4,5,4,0,0.0,1
disloyal Customer,20,Business travel,Eco,3055,2,2,2,4,3,2,3,3,3,1,4,4,4,3,0,1.0,0
Loyal Customer,65,Business travel,Eco,287,2,1,1,1,2,2,1,2,2,2,2,4,2,3,0,0.0,0
Loyal Customer,43,Business travel,Business,2691,2,2,2,2,5,4,2,4,4,4,3,5,4,5,0,0.0,1
Loyal Customer,67,Personal Travel,Eco,1785,1,2,1,3,4,1,3,4,2,3,4,4,4,4,74,91.0,0
Loyal Customer,11,Personal Travel,Eco Plus,2586,4,4,4,2,3,4,3,3,1,3,5,5,1,3,39,34.0,0
Loyal Customer,15,Business travel,Business,2353,1,1,1,1,5,5,5,5,4,3,4,3,4,5,9,0.0,1
Loyal Customer,37,Business travel,Business,3559,2,2,2,2,3,4,4,3,3,4,3,4,3,4,0,0.0,1
Loyal Customer,19,Personal Travel,Eco,1108,3,5,5,5,2,5,2,3,3,3,3,5,3,2,0,0.0,1
disloyal Customer,36,Business travel,Business,2295,2,2,2,4,3,2,3,3,3,5,5,5,5,3,26,25.0,0
Loyal Customer,48,Business travel,Business,674,1,1,1,1,5,5,5,5,5,5,5,5,5,5,16,14.0,1
Loyal Customer,58,Business travel,Business,1492,4,4,4,4,3,5,5,4,4,4,4,3,4,3,0,0.0,1
Loyal Customer,26,Personal Travel,Eco,1839,4,5,4,3,5,4,2,5,4,3,4,4,4,5,0,0.0,0
Loyal Customer,61,Personal Travel,Eco,1597,3,3,3,3,4,4,4,4,3,2,4,4,4,4,0,0.0,1
Loyal Customer,40,Personal Travel,Eco,2174,1,5,1,4,4,1,4,4,4,4,5,3,4,4,6,52.0,0
Loyal Customer,26,Business travel,Eco,2179,3,3,3,3,3,4,5,3,2,1,1,5,1,3,0,0.0,1
Loyal Customer,32,Business travel,Business,3262,4,4,4,4,4,4,4,4,5,2,5,3,4,4,0,0.0,1
Loyal Customer,52,Business travel,Business,2096,3,3,3,3,3,5,4,4,4,4,5,4,4,4,0,0.0,1
Loyal Customer,52,Business travel,Eco,1690,3,3,5,3,3,3,3,3,4,4,3,3,4,3,5,4.0,0
disloyal Customer,38,Business travel,Eco,1480,4,4,4,4,1,4,1,1,3,1,3,3,3,1,12,14.0,0
Loyal Customer,28,Personal Travel,Eco,1774,3,5,3,4,3,3,3,3,3,3,4,4,5,3,0,0.0,0
Loyal Customer,53,Business travel,Eco,1354,3,2,2,2,3,3,3,3,1,4,2,4,2,3,0,0.0,1
Loyal Customer,49,Business travel,Business,2005,5,5,5,5,2,4,4,5,5,5,5,3,5,5,21,6.0,1
Loyal Customer,42,Personal Travel,Eco,1823,3,4,3,3,5,3,4,5,1,1,1,3,1,5,13,44.0,0
disloyal Customer,30,Business travel,Eco,1331,2,1,2,4,4,2,4,4,1,4,4,2,4,4,0,0.0,0
Loyal Customer,47,Personal Travel,Eco,1206,2,2,2,2,3,4,5,4,4,4,4,4,4,4,0,27.0,1
Loyal Customer,33,Business travel,Business,2626,3,3,3,3,5,5,5,5,4,2,4,3,4,5,6,0.0,1
Loyal Customer,52,Personal Travel,Eco,1180,3,2,3,4,5,3,5,5,3,3,4,2,3,5,0,0.0,0
disloyal Customer,32,Business travel,Business,1776,2,2,2,1,2,2,2,2,4,2,4,3,5,2,72,71.0,0
Loyal Customer,7,Personal Travel,Eco,3632,3,2,3,3,4,3,1,4,1,3,4,4,3,4,11,12.0,0
Loyal Customer,36,Business travel,Business,1047,3,4,3,3,2,4,4,3,3,2,3,4,3,3,0,0.0,0
Loyal Customer,40,Business travel,Eco,1988,1,2,5,5,1,1,1,1,2,2,4,4,4,1,0,7.0,0
Loyal Customer,26,Business travel,Business,2801,1,1,1,1,5,5,5,5,3,2,4,4,5,5,0,0.0,1
Loyal Customer,34,Personal Travel,Business,916,1,4,1,3,4,5,4,3,3,1,3,4,3,5,22,0.0,0
Loyal Customer,50,Personal Travel,Eco,2309,4,1,4,3,4,4,4,4,3,1,4,4,3,4,4,0.0,0
Loyal Customer,61,Business travel,Business,3383,1,1,1,1,3,5,5,5,5,5,5,4,5,5,12,15.0,1
Loyal Customer,43,Business travel,Eco,289,3,3,3,3,1,1,3,3,3,3,3,2,3,1,0,0.0,1
Loyal Customer,31,Personal Travel,Eco,1547,3,5,4,4,4,4,4,4,1,2,1,2,3,4,19,11.0,0
Loyal Customer,25,Personal Travel,Eco,1989,4,5,4,2,4,4,4,4,5,1,3,1,2,4,1,0.0,0
Loyal Customer,52,Business travel,Eco,1808,2,4,4,4,2,2,2,2,3,5,3,4,3,2,0,0.0,0
Loyal Customer,70,Personal Travel,Eco,1261,5,5,5,5,5,5,4,5,5,5,5,5,5,4,27,21.0,1
disloyal Customer,20,Business travel,Business,2226,5,0,5,4,4,5,4,4,4,3,4,3,5,4,0,0.0,1
Loyal Customer,73,Business travel,Eco Plus,392,3,5,5,5,5,3,4,3,3,3,3,4,3,2,9,2.0,0
disloyal Customer,27,Business travel,Eco,1652,3,5,3,3,5,3,5,5,5,1,5,5,5,5,0,0.0,0
disloyal Customer,25,Business travel,Eco,1433,1,3,1,3,5,1,5,5,4,3,2,1,2,5,0,0.0,0
Loyal Customer,14,Personal Travel,Eco,1980,3,1,3,3,1,3,1,1,4,2,4,1,4,1,0,0.0,0
Loyal Customer,8,Personal Travel,Eco,1475,4,4,4,4,2,4,4,5,5,5,5,3,5,5,0,0.0,1
Loyal Customer,33,Business travel,Eco Plus,1411,1,1,1,1,1,1,1,1,3,4,3,1,4,1,50,53.0,0
Loyal Customer,16,Personal Travel,Eco,1793,4,4,4,4,5,3,4,4,4,4,4,3,4,3,10,7.0,1
Loyal Customer,38,Business travel,Business,2309,4,4,4,4,5,4,4,5,5,5,5,5,5,4,0,4.0,1
Loyal Customer,22,Business travel,Eco Plus,2156,3,2,2,2,3,3,2,3,2,5,3,2,4,3,35,18.0,0
Loyal Customer,23,Business travel,Eco,2101,5,1,1,1,5,5,3,5,1,5,1,1,5,5,0,0.0,1
Loyal Customer,46,Business travel,Eco,2929,3,5,5,5,3,3,3,2,3,3,3,3,2,3,159,161.0,0
Loyal Customer,44,Business travel,Business,3160,3,1,1,1,1,3,1,3,3,3,3,1,3,1,12,41.0,0
Loyal Customer,56,Business travel,Eco,1459,5,2,4,2,5,5,5,5,1,5,4,5,5,5,0,0.0,1
Loyal Customer,45,Business travel,Business,362,2,3,2,2,5,4,5,4,4,4,4,3,4,1,0,3.0,1
disloyal Customer,25,Business travel,Business,2029,4,4,5,4,5,5,5,5,3,4,5,5,5,5,0,0.0,1
Loyal Customer,63,Personal Travel,Eco,1920,3,4,2,3,3,2,3,3,5,5,4,5,4,3,0,0.0,0
Loyal Customer,65,Personal Travel,Eco,2025,3,5,3,3,3,3,3,3,4,2,5,4,5,3,9,0.0,0
Loyal Customer,18,Personal Travel,Eco,1852,3,1,1,1,5,1,5,3,3,3,3,3,3,5,0,0.0,1
disloyal Customer,27,Business travel,Business,2114,3,3,3,3,3,4,4,2,5,4,4,4,4,4,152,150.0,0
Loyal Customer,43,Business travel,Business,1070,1,1,1,1,5,5,5,4,4,4,4,5,4,3,47,51.0,1
Loyal Customer,30,Business travel,Business,2622,3,3,3,3,3,4,3,3,4,3,4,5,5,3,0,0.0,1
Loyal Customer,62,Business travel,Eco,1601,1,1,1,1,1,1,1,1,1,5,4,3,4,1,0,0.0,0
Loyal Customer,9,Personal Travel,Eco,2510,4,2,2,2,4,4,5,4,4,1,4,3,1,4,0,0.0,1
Loyal Customer,47,Business travel,Business,1869,4,4,2,4,3,4,5,4,4,4,4,3,4,3,32,66.0,1
Loyal Customer,28,Business travel,Business,2879,5,5,5,5,4,4,4,4,5,3,3,3,5,4,0,0.0,1
Loyal Customer,40,Personal Travel,Eco,1368,4,4,4,4,1,4,1,4,4,4,4,5,4,3,0,0.0,1
Loyal Customer,34,Personal Travel,Eco,2121,3,5,3,2,1,3,1,1,5,5,5,4,4,1,0,0.0,0
Loyal Customer,43,Business travel,Eco Plus,81,2,4,4,4,2,2,2,2,2,2,2,3,2,3,0,0.0,1
Loyal Customer,29,Personal Travel,Eco,1742,1,1,1,1,5,5,5,3,3,4,3,4,3,5,0,0.0,1
Loyal Customer,65,Business travel,Eco,2244,2,3,5,5,2,2,2,2,3,1,5,4,4,2,11,6.0,1
Loyal Customer,21,Personal Travel,Eco,2644,2,1,2,3,3,2,5,3,1,2,4,3,3,3,70,60.0,0
Loyal Customer,51,Business travel,Eco,630,3,5,5,5,3,4,3,3,3,3,3,1,3,2,4,0.0,0
Loyal Customer,59,Personal Travel,Eco,2333,4,1,4,3,5,4,5,5,1,5,4,1,3,5,80,81.0,0
Loyal Customer,24,Business travel,Business,2972,1,3,2,3,1,1,1,1,2,1,1,1,2,1,0,8.0,0
Loyal Customer,54,Personal Travel,Business,94,1,5,1,4,3,4,4,1,1,1,1,4,1,4,0,0.0,0
disloyal Customer,17,Business travel,Business,1592,0,2,0,5,1,0,1,1,3,2,5,5,4,1,0,0.0,1
Loyal Customer,41,Business travel,Business,3023,3,3,3,3,5,5,5,4,4,4,4,4,4,3,23,9.0,1
Loyal Customer,44,Business travel,Business,116,5,5,5,5,5,4,1,4,4,4,5,5,4,3,0,0.0,1
Loyal Customer,31,Personal Travel,Eco,1766,3,4,3,2,1,3,1,1,4,4,5,4,4,1,10,13.0,0
Loyal Customer,63,Business travel,Business,1560,4,4,4,4,2,4,4,4,4,4,4,4,4,3,0,0.0,1
Loyal Customer,43,Business travel,Eco,2574,3,3,3,3,3,3,3,3,3,3,2,4,2,3,4,0.0,0
Loyal Customer,53,Business travel,Business,2224,2,2,2,2,5,5,5,1,1,2,3,5,3,5,150,156.0,1
Loyal Customer,58,Business travel,Business,296,0,1,1,3,4,4,4,1,1,1,1,4,1,3,13,3.0,1
disloyal Customer,25,Business travel,Eco,1795,2,2,2,4,4,2,4,4,2,5,4,1,3,4,0,0.0,0
Loyal Customer,37,Business travel,Eco,2186,1,5,2,2,1,1,1,1,2,4,3,2,3,1,0,0.0,0
Loyal Customer,18,Personal Travel,Eco,2464,2,4,2,1,1,2,1,1,4,5,4,3,5,1,0,0.0,0
Loyal Customer,26,Business travel,Business,4865,5,5,5,5,4,4,4,4,4,4,4,5,5,4,0,0.0,1
Loyal Customer,40,Business travel,Business,2149,2,2,2,2,5,4,5,4,4,4,4,3,4,3,0,0.0,1
Loyal Customer,65,Personal Travel,Eco,429,0,4,0,2,5,4,4,4,4,0,4,5,4,3,1,0.0,1
Loyal Customer,39,Business travel,Eco,1606,5,2,2,2,5,5,5,5,2,3,5,2,4,5,6,0.0,1
Loyal Customer,23,Personal Travel,Eco,2282,3,5,3,1,5,3,5,5,4,3,3,3,5,5,0,0.0,0
Loyal Customer,44,Personal Travel,Eco,1456,0,4,0,1,5,0,5,5,4,3,5,4,5,5,0,0.0,1
Loyal Customer,41,Business travel,Eco,1321,5,5,5,5,5,5,5,5,4,5,1,3,2,5,0,4.0,1
Loyal Customer,60,Personal Travel,Eco,680,4,4,4,1,2,4,2,1,1,4,1,5,1,2,0,0.0,0
Loyal Customer,51,Business travel,Eco,720,4,4,4,4,1,2,1,4,4,4,4,3,4,5,0,1.0,1
Loyal Customer,31,Business travel,Business,2750,1,1,1,1,5,5,5,5,4,4,3,3,3,5,10,0.0,1
Loyal Customer,27,Personal Travel,Eco,1951,1,3,1,3,4,1,4,4,4,5,4,4,3,4,5,40.0,0
disloyal Customer,24,Business travel,Eco,2348,3,3,3,3,3,3,3,3,2,4,5,3,4,3,10,2.0,0
Loyal Customer,39,Business travel,Business,515,2,2,2,2,2,5,4,4,4,4,4,5,4,3,4,0.0,1
Loyal Customer,30,Business travel,Business,1305,5,5,5,5,4,4,4,4,5,3,5,5,5,4,0,0.0,1
Loyal Customer,51,Business travel,Business,2847,3,3,3,3,4,4,4,4,4,4,4,3,4,4,0,3.0,1
Loyal Customer,9,Personal Travel,Business,1956,2,4,2,3,5,2,5,5,3,5,5,4,5,5,0,0.0,0
Loyal Customer,59,Personal Travel,Eco,2144,2,4,2,3,1,2,1,1,3,3,4,5,4,1,6,0.0,0
Loyal Customer,51,Business travel,Business,3579,5,5,5,5,2,5,5,4,4,4,4,5,4,5,0,2.0,1
Loyal Customer,42,Business travel,Business,1007,4,4,4,4,5,5,3,4,4,4,4,4,4,2,0,0.0,1
Loyal Customer,60,Business travel,Eco Plus,431,2,2,2,2,2,3,3,2,2,2,2,4,2,1,0,16.0,0
Loyal Customer,11,Personal Travel,Eco,1726,4,4,4,4,3,4,3,3,4,3,4,4,5,3,0,0.0,0
Loyal Customer,55,Business travel,Business,337,1,1,1,1,5,4,5,5,5,5,5,3,5,4,16,6.0,1
Loyal Customer,56,Personal Travel,Eco,1210,3,3,3,1,2,3,2,2,1,3,5,3,3,2,29,22.0,0
Loyal Customer,31,Personal Travel,Eco,1823,4,5,4,5,4,4,4,4,4,2,5,4,4,4,26,13.0,0
Loyal Customer,56,Personal Travel,Eco,1519,5,5,5,5,3,4,5,4,4,4,4,3,4,5,0,0.0,1
Loyal Customer,25,Business travel,Business,2284,2,2,2,2,4,4,4,4,3,4,5,4,5,4,2,0.0,1
disloyal Customer,50,Business travel,Eco,1781,4,0,4,1,2,4,2,2,4,5,2,3,4,2,3,35.0,1
disloyal Customer,13,Personal Travel,Eco,1853,3,3,3,3,4,3,4,4,1,1,1,4,2,4,0,0.0,0
Loyal Customer,32,Business travel,Business,1870,3,1,3,3,3,3,3,3,3,5,2,1,2,3,40,30.0,0
Loyal Customer,66,Personal Travel,Eco,608,1,1,1,1,4,4,4,4,5,5,5,4,4,4,0,7.0,1
Loyal Customer,45,Business travel,Business,2226,2,1,1,1,5,2,2,2,2,2,2,4,2,3,14,16.0,0
Loyal Customer,15,Personal Travel,Eco,2574,3,5,4,4,3,4,3,3,5,5,4,3,5,3,0,0.0,0
Loyal Customer,18,Business travel,Business,2368,5,5,5,5,4,4,4,4,4,2,4,3,5,4,55,44.0,1
disloyal Customer,22,Business travel,Eco,1899,3,0,3,1,2,3,2,2,4,2,4,1,2,2,22,16.0,0
Loyal Customer,27,Personal Travel,Eco Plus,1217,1,1,4,4,2,4,2,2,3,2,3,4,4,2,0,0.0,0
Loyal Customer,40,Business travel,Business,2513,4,4,4,4,2,4,5,5,5,5,5,5,5,3,27,0.0,1
disloyal Customer,20,Business travel,Eco,2938,2,3,3,5,4,3,5,4,2,4,5,3,5,4,5,23.0,0
disloyal Customer,26,Business travel,Business,1081,4,5,4,5,2,4,2,2,4,3,5,3,4,2,0,0.0,1
disloyal Customer,40,Business travel,Business,1607,3,4,4,5,4,4,4,4,3,2,4,5,5,4,0,0.0,0
disloyal Customer,43,Business travel,Eco,2450,3,4,3,5,4,3,4,4,2,1,3,2,2,4,35,25.0,0
Loyal Customer,64,Personal Travel,Eco,1855,5,5,5,5,2,4,5,4,4,4,4,5,4,5,10,,1
Loyal Customer,45,Business travel,Eco,509,2,3,3,3,1,3,3,2,2,2,2,2,2,2,1,7.0,0
Loyal Customer,44,Business travel,Business,4028,3,3,4,3,5,5,5,4,4,4,4,5,4,5,12,10.0,1
Loyal Customer,35,Personal Travel,Eco,2707,1,1,1,1,5,5,5,4,4,4,4,3,4,4,0,0.0,1
disloyal Customer,45,Business travel,Business,1981,1,1,1,4,5,1,2,5,4,3,4,3,4,5,13,0.0,0
Loyal Customer,57,Personal Travel,Eco,1028,1,4,1,1,5,1,5,5,5,1,1,5,5,5,5,17.0,0
Loyal Customer,32,Business travel,Eco,1765,3,1,1,1,3,3,3,3,3,3,3,4,3,3,0,0.0,0
Loyal Customer,43,Business travel,Business,3542,5,5,5,5,2,5,4,4,4,4,4,4,4,3,0,0.0,1
disloyal Customer,27,Business travel,Eco,2215,3,2,2,4,1,3,1,1,1,5,2,1,3,1,0,0.0,0
Loyal Customer,23,Business travel,Eco Plus,1871,4,4,4,4,4,4,5,4,1,1,4,1,3,4,2,0.0,1
Loyal Customer,22,Business travel,Business,4500,5,5,5,5,5,5,5,5,3,2,4,4,4,5,15,5.0,1
Loyal Customer,52,Business travel,Business,3219,0,1,1,4,4,5,5,2,2,2,2,4,2,3,0,0.0,1
Loyal Customer,55,Personal Travel,Eco,1765,5,4,3,4,4,3,4,4,4,4,5,4,5,4,0,0.0,1
Loyal Customer,42,Business travel,Business,2223,3,3,3,3,4,5,5,5,5,5,5,4,5,3,1,0.0,1
Loyal Customer,39,Personal Travel,Eco,3796,1,1,1,1,4,5,2,5,5,5,5,3,5,4,14,0.0,1
Loyal Customer,52,Business travel,Eco,2557,3,4,1,1,3,3,3,3,2,5,2,3,1,3,0,0.0,1
Loyal Customer,36,Business travel,Business,3641,5,5,5,5,4,2,4,4,4,4,4,1,4,1,26,32.0,1
Loyal Customer,30,Personal Travel,Eco,1432,3,4,3,4,3,3,3,3,2,2,4,3,4,3,0,0.0,0
Loyal Customer,47,Business travel,Business,406,4,4,4,4,4,3,3,2,2,2,2,2,2,1,8,0.0,1
Loyal Customer,21,Personal Travel,Eco,2183,4,4,4,4,4,5,4,4,4,4,4,5,4,3,91,92.0,1
disloyal Customer,22,Business travel,Eco Plus,1339,3,0,4,3,1,4,1,1,1,3,4,3,5,1,0,0.0,0
Loyal Customer,39,Business travel,Business,2913,2,2,2,2,5,5,4,4,4,4,4,4,4,3,2,5.0,1
Loyal Customer,31,Business travel,Business,1648,5,5,5,5,2,3,2,2,1,4,4,1,2,2,3,0.0,1
Loyal Customer,25,Personal Travel,Eco,1440,5,5,5,3,3,5,3,3,3,4,5,4,4,3,0,0.0,1
Loyal Customer,58,Personal Travel,Eco,1308,4,5,4,4,4,4,4,3,3,4,3,4,3,5,0,0.0,0
Loyal Customer,45,Business travel,Eco,2935,4,4,4,4,4,4,4,4,3,3,3,2,2,4,1,0.0,0
Loyal Customer,27,Business travel,Business,1821,4,4,5,4,3,3,3,3,4,2,5,3,4,3,0,0.0,1
disloyal Customer,11,Business travel,Eco,2022,4,4,4,4,4,4,4,4,1,3,3,4,4,4,0,0.0,0
Loyal Customer,27,Personal Travel,Eco,1711,4,1,4,4,2,4,2,2,4,4,3,4,3,2,0,0.0,1
Loyal Customer,47,Business travel,Business,890,2,2,2,2,2,5,4,5,5,5,5,4,5,4,0,0.0,1
disloyal Customer,35,Business travel,Business,2167,4,4,4,1,5,4,5,5,3,4,4,3,5,5,0,0.0,0
Loyal Customer,51,Personal Travel,Eco,4009,4,4,4,3,4,4,4,4,2,4,3,3,4,4,0,0.0,0
Loyal Customer,45,Personal Travel,Eco,2287,3,5,3,2,1,3,1,1,4,4,5,3,4,1,0,0.0,0
disloyal Customer,22,Business travel,Eco,1599,3,0,3,3,4,3,4,4,5,4,4,4,5,4,0,0.0,0
Loyal Customer,49,Business travel,Business,1194,2,2,2,2,5,5,4,5,5,5,5,5,5,3,28,17.0,1
Loyal Customer,24,Personal Travel,Eco,2618,1,5,2,4,4,2,4,4,5,3,4,4,5,4,4,0.0,0
Loyal Customer,46,Business travel,Business,1001,3,3,3,3,3,5,4,5,5,5,5,3,5,5,72,58.0,1
Loyal Customer,28,Personal Travel,Eco,2514,2,2,2,2,3,4,4,5,5,5,5,4,5,5,0,0.0,1
Loyal Customer,12,Personal Travel,Eco,2793,3,4,3,3,1,3,1,1,2,4,1,4,1,1,0,11.0,0
disloyal Customer,39,Business travel,Business,929,4,4,4,3,4,4,2,4,3,4,4,4,4,4,0,7.0,1
Loyal Customer,39,Business travel,Business,2138,4,4,4,4,2,5,4,5,5,4,5,4,5,4,1,0.0,1
Loyal Customer,52,Business travel,Business,684,2,2,2,2,4,5,5,4,4,4,4,3,4,5,0,0.0,1
Loyal Customer,41,Business travel,Eco Plus,528,3,5,3,5,5,4,4,3,3,3,3,1,3,4,0,16.0,1
Loyal Customer,24,Business travel,Business,3112,3,3,3,3,5,4,5,5,3,4,3,5,5,5,1,2.0,1
Loyal Customer,38,Personal Travel,Eco,2115,3,5,3,4,2,3,5,2,3,4,3,4,5,2,0,0.0,0
Loyal Customer,25,Business travel,Eco Plus,2564,5,1,1,1,5,5,4,5,4,3,4,4,5,5,0,0.0,1
Loyal Customer,21,Personal Travel,Eco,2434,3,3,3,3,4,4,5,5,5,5,5,2,5,2,0,0.0,1
Loyal Customer,49,Business travel,Business,2511,5,5,5,5,4,5,5,4,4,4,4,5,4,3,55,38.0,1
disloyal Customer,33,Business travel,Business,1481,3,3,3,3,2,3,2,2,4,4,4,5,5,2,0,1.0,0
Loyal Customer,41,Business travel,Eco Plus,835,4,1,1,1,1,1,1,4,4,4,4,1,4,4,0,5.0,1
Loyal Customer,21,Business travel,Business,3295,2,5,5,5,2,2,2,2,2,5,4,1,4,2,0,0.0,0
Loyal Customer,49,Business travel,Eco,1898,1,3,3,3,1,1,1,1,4,4,3,1,4,1,15,10.0,0
disloyal Customer,29,Business travel,Business,2002,3,3,3,4,2,3,2,2,4,4,5,5,4,2,0,0.0,0
Loyal Customer,35,Business travel,Business,2748,3,3,3,3,1,4,4,3,3,3,3,1,3,4,0,0.0,0
Loyal Customer,11,Business travel,Business,2207,1,5,5,5,1,1,1,1,3,2,3,3,2,1,0,0.0,0
Loyal Customer,60,Business travel,Business,338,5,5,5,5,5,4,4,5,5,5,5,3,5,5,22,23.0,1
Loyal Customer,51,Business travel,Business,1304,3,3,3,3,3,5,5,5,5,5,5,5,5,5,20,19.0,1
Loyal Customer,29,Personal Travel,Eco Plus,2532,1,5,1,2,3,1,3,3,3,3,4,3,4,3,15,3.0,0
Loyal Customer,54,Personal Travel,Eco,1351,2,4,2,2,2,2,2,2,5,3,4,5,4,2,0,0.0,0
Loyal Customer,61,Business travel,Eco,380,1,5,5,5,4,4,3,1,1,1,1,2,1,4,0,0.0,0
Loyal Customer,46,Business travel,Business,2481,5,4,5,5,2,5,5,5,5,5,5,5,5,4,48,38.0,1
Loyal Customer,19,Business travel,Business,4356,5,5,3,5,5,5,5,5,4,3,5,4,5,5,0,0.0,1
Loyal Customer,17,Business travel,Business,3543,2,2,2,2,4,4,4,4,4,5,4,3,5,4,0,0.0,1
Loyal Customer,28,Business travel,Business,5036,3,3,2,3,5,5,5,5,5,4,4,3,5,5,6,0.0,1
Loyal Customer,58,Business travel,Business,2483,1,1,1,1,2,4,4,4,4,4,4,3,4,5,3,45.0,1
disloyal Customer,34,Business travel,Eco Plus,2168,2,3,3,3,3,3,3,3,3,2,4,1,3,3,0,0.0,0
Loyal Customer,29,Business travel,Business,2254,4,4,4,4,4,4,4,4,4,5,4,5,4,4,0,3.0,1
Loyal Customer,60,Business travel,Business,3425,4,4,4,4,5,4,5,3,3,3,3,5,3,4,0,0.0,1
Loyal Customer,49,Business travel,Business,1452,1,1,1,1,3,5,5,4,4,4,4,4,4,3,0,7.0,1
Loyal Customer,31,Personal Travel,Eco,2268,2,5,2,1,2,2,2,2,3,4,3,2,3,2,0,0.0,0
Loyal Customer,40,Personal Travel,Eco,3496,4,5,4,3,4,4,4,4,2,4,1,2,5,4,0,3.0,0
Loyal Customer,46,Business travel,Business,1819,1,4,4,4,2,3,4,1,1,1,1,3,1,4,0,0.0,0
Loyal Customer,53,Business travel,Business,3301,3,3,3,3,4,5,4,4,4,4,4,4,4,3,13,25.0,1
Loyal Customer,25,Business travel,Business,2000,4,4,4,4,4,4,4,4,4,2,5,5,5,4,7,0.0,1
disloyal Customer,24,Business travel,Eco,2339,4,4,4,4,5,4,5,5,5,3,4,4,4,5,0,12.0,1
Loyal Customer,31,Business travel,Business,3475,3,2,3,3,2,2,2,2,4,3,2,5,3,2,0,0.0,1
Loyal Customer,55,Personal Travel,Eco,1528,2,3,1,3,2,1,2,2,4,4,4,5,2,2,0,0.0,0
Loyal Customer,24,Personal Travel,Eco,2125,4,3,4,3,1,4,1,1,2,1,4,2,3,1,0,0.0,0
Loyal Customer,56,Business travel,Business,1194,5,5,3,5,5,4,5,2,2,2,2,4,2,3,9,0.0,1
Loyal Customer,41,Personal Travel,Eco,2636,5,5,5,5,4,5,4,5,5,5,5,5,5,5,0,0.0,1
disloyal Customer,25,Business travel,Eco,2101,1,1,1,4,1,1,1,1,2,1,3,2,4,1,10,0.0,0
disloyal Customer,31,Business travel,Business,3574,2,1,1,4,5,1,4,5,3,3,5,3,5,5,0,0.0,0
Loyal Customer,70,Personal Travel,Eco Plus,427,2,2,2,2,3,4,5,4,4,4,4,4,4,3,20,20.0,1
Loyal Customer,39,Business travel,Business,1926,1,1,1,1,5,5,5,4,4,4,4,3,4,4,0,0.0,1
Loyal Customer,24,Business travel,Eco Plus,2033,0,3,0,1,2,0,2,2,5,5,3,3,3,2,1,5.0,1
Loyal Customer,13,Business travel,Business,3062,4,4,4,4,5,5,5,5,4,4,4,4,5,5,10,18.0,1
Loyal Customer,42,Business travel,Business,2752,1,1,1,1,2,4,5,4,4,4,4,5,4,5,26,13.0,1
Loyal Customer,21,Personal Travel,Eco,3295,1,0,1,5,5,1,5,5,3,3,4,5,5,5,0,29.0,0
Loyal Customer,41,Business travel,Business,2135,1,1,1,1,5,4,5,3,3,4,4,5,3,5,138,161.0,1
Loyal Customer,52,Business travel,Business,2646,1,1,5,1,5,4,5,4,4,4,4,4,4,4,6,14.0,1
Loyal Customer,40,Business travel,Business,1776,5,5,5,5,3,4,5,5,5,5,5,3,5,4,0,0.0,1
Loyal Customer,51,Business travel,Business,1935,5,5,5,5,5,5,5,5,5,5,5,3,5,4,24,26.0,1
Loyal Customer,32,Business travel,Eco,2862,3,4,4,4,3,3,3,3,3,5,4,4,3,3,10,0.0,0
Loyal Customer,13,Personal Travel,Eco,1960,2,3,2,3,4,2,4,4,2,3,2,1,4,4,43,38.0,0
disloyal Customer,56,Business travel,Business,1216,5,5,5,4,5,5,5,5,4,3,5,3,5,5,111,115.0,1
Loyal Customer,18,Personal Travel,Eco,1557,3,3,4,3,3,4,4,4,4,5,4,4,4,3,15,8.0,1
Loyal Customer,70,Personal Travel,Eco,2285,3,1,3,2,5,3,4,5,3,1,3,4,2,5,0,0.0,0
Loyal Customer,45,Business travel,Business,2617,2,2,1,2,3,3,4,4,4,4,4,3,4,3,0,0.0,1
Loyal Customer,64,Personal Travel,Eco Plus,458,5,5,5,5,1,1,5,1,1,2,1,5,1,4,23,55.0,1
Loyal Customer,51,Personal Travel,Eco,2052,4,4,3,3,2,3,2,2,5,3,2,2,4,2,0,0.0,0
Loyal Customer,20,Personal Travel,Eco,2849,1,3,1,3,3,1,2,3,4,3,3,4,3,3,0,0.0,0
disloyal Customer,44,Business travel,Business,1147,5,5,5,4,3,5,3,3,3,5,5,4,4,3,0,0.0,1
Loyal Customer,49,Business travel,Business,2630,2,4,4,4,5,2,2,3,3,2,2,3,3,3,0,7.0,0
Loyal Customer,46,Business travel,Business,1276,3,3,3,3,3,4,4,2,2,2,2,5,2,4,77,46.0,1
Loyal Customer,48,Business travel,Eco Plus,942,4,2,2,2,5,5,3,4,4,4,4,2,4,5,0,1.0,1
