satisfaction,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
0,Loyal Customer,56,Business travel,Business,1249,4,2,2,2,3,3,2,4,4,4,4,4,4,1,0,0.0
1,Loyal Customer,24,Business travel,Eco,1256,4,2,2,2,5,5,4,5,5,4,1,1,5,5,0,0.0
1,Loyal Customer,67,Business travel,Eco,486,4,1,5,5,1,5,3,4,4,4,4,4,4,1,0,0.0
0,Loyal Customer,36,Business travel,Business,111,2,2,3,2,5,2,2,4,4,4,2,2,4,4,6,22.0
0,Loyal Customer,16,Business travel,Eco,1513,2,1,1,1,2,2,1,2,4,1,4,1,3,2,16,9.0
0,disloyal Customer,42,Business travel,Business,1702,4,3,3,4,5,4,5,5,5,2,4,4,5,5,0,0.0
1,Loyal Customer,46,Business travel,Business,365,5,5,5,5,3,4,4,4,4,4,4,3,4,5,0,0.0
1,Loyal Customer,19,Personal Travel,Eco,2463,5,5,5,5,5,5,5,5,5,4,5,5,4,5,0,0.0
1,Loyal Customer,22,Personal Travel,Eco,1592,4,5,4,3,1,4,1,1,5,4,4,4,4,1,0,14.0
0,Loyal Customer,70,Personal Travel,Eco,2160,1,5,1,2,2,1,2,2,5,3,1,1,2,2,16,0.0
1,disloyal Customer,23,Business travel,Eco,2359,4,4,4,3,5,4,5,5,4,5,5,3,4,5,0,0.0
0,Loyal Customer,24,Personal Travel,Eco,931,2,1,2,3,5,2,5,5,3,5,2,1,3,5,0,0.0
1,Loyal Customer,23,Personal Travel,Eco,1647,5,5,5,1,2,4,4,2,2,5,2,4,2,4,0,0.0
1,Loyal Customer,46,Business travel,Business,1797,5,5,5,5,4,5,4,5,5,5,5,3,5,4,2,0.0
0,Loyal Customer,45,Business travel,Eco,1075,3,2,2,2,4,3,2,3,3,3,3,3,3,4,4,0.0
1,Loyal Customer,59,Business travel,Business,3848,3,3,3,3,5,5,4,4,4,4,4,4,4,4,0,0.0
0,Loyal Customer,23,Personal Travel,Eco,1981,1,4,1,3,5,1,5,5,5,4,5,4,4,5,0,0.0
0,Loyal Customer,7,Personal Travel,Business,2195,3,5,3,2,2,3,2,2,3,4,5,3,5,2,0,2.0
0,Loyal Customer,65,Personal Travel,Eco,1845,1,5,1,4,1,1,1,1,5,5,4,4,4,1,0,0.0
1,Loyal Customer,55,Business travel,Business,1636,5,5,5,5,2,5,4,5,5,5,5,3,5,3,4,9.0
0,disloyal Customer,30,Business travel,Eco,2943,3,4,4,4,1,3,1,1,3,2,2,4,3,1,5,29.0
1,Loyal Customer,34,Business travel,Eco,1402,5,3,3,3,5,5,5,5,3,5,1,1,2,5,0,0.0
1,Loyal Customer,50,Business travel,Eco,1538,3,5,5,5,2,3,2,2,2,5,5,1,1,2,0,2.0
0,disloyal Customer,29,Business travel,Business,1318,3,3,3,4,4,3,3,4,4,3,5,3,4,4,3,2.0
0,Loyal Customer,43,Personal Travel,Eco,2005,1,5,3,1,5,3,3,5,5,5,5,3,5,5,32,13.0
1,Loyal Customer,41,Personal Travel,Eco,2141,4,5,5,2,1,5,1,1,4,5,4,5,5,1,0,0.0
0,Loyal Customer,25,Business travel,Business,3331,2,4,4,4,2,2,2,4,4,3,4,2,1,2,29,23.0
1,Loyal Customer,55,Business travel,Business,640,4,4,4,4,2,5,4,2,2,2,2,5,2,4,3,12.0
1,Loyal Customer,63,Personal Travel,Eco,760,4,2,4,4,5,4,5,5,3,3,4,2,3,5,11,8.0
0,disloyal Customer,22,Business travel,Business,1734,4,3,4,3,1,4,1,1,1,3,4,3,3,1,0,32.0
1,Loyal Customer,58,Business travel,Business,2834,5,5,5,5,1,3,2,5,5,5,5,1,5,2,126,114.0
0,Loyal Customer,15,Personal Travel,Business,2109,3,5,3,5,1,3,1,1,2,3,2,4,3,1,14,11.0
0,disloyal Customer,22,Business travel,Eco,2951,1,1,1,2,1,1,1,1,4,2,3,4,4,1,18,0.0
0,Loyal Customer,54,Personal Travel,Eco,2453,2,5,2,3,2,3,3,3,4,5,5,3,5,3,225,223.0
0,disloyal Customer,50,Business travel,Eco,1429,3,4,3,4,2,3,2,2,2,1,3,2,3,2,0,0.0
1,Loyal Customer,42,Business travel,Business,1411,1,1,1,1,3,4,5,4,4,5,4,4,4,3,0,0.0
1,Loyal Customer,46,Business travel,Business,3256,3,3,3,3,3,4,5,5,5,5,5,4,5,4,3,0.0
1,Loyal Customer,50,Business travel,Business,745,2,2,2,2,5,5,5,4,4,4,4,5,4,4,27,44.0
1,Loyal Customer,27,Business travel,Business,3382,1,1,1,1,5,5,5,5,4,4,1,4,4,5,0,4.0
0,Loyal Customer,22,Business travel,Business,1753,2,5,5,5,2,3,2,2,1,4,3,4,3,2,22,36.0
1,Loyal Customer,64,Personal Travel,Eco,576,2,2,2,2,5,3,5,2,2,2,2,5,2,4,10,0.0
0,Loyal Customer,40,Business travel,Business,5521,3,1,1,1,3,3,3,3,3,3,3,3,2,3,480,471.0
0,Loyal Customer,44,Personal Travel,Eco,240,4,5,4,3,4,4,1,4,4,4,4,2,4,5,0,0.0
1,Loyal Customer,41,Business travel,Business,3275,4,4,4,4,5,4,4,4,4,4,4,3,4,5,26,16.0
1,Loyal Customer,44,Personal Travel,Eco,440,4,5,4,4,4,3,4,4,4,4,4,5,4,3,0,0.0
1,Loyal Customer,17,Personal Travel,Eco Plus,1875,4,4,4,4,3,4,4,4,4,4,4,4,4,3,0,0.0
1,Loyal Customer,41,Business travel,Business,1082,3,5,3,3,2,4,5,4,4,5,4,3,4,4,0,0.0
1,Loyal Customer,35,Business travel,Business,2120,1,1,1,1,5,3,2,3,3,4,3,5,3,5,0,0.0
0,Loyal Customer,16,Business travel,Business,2061,1,1,1,1,1,1,1,1,3,5,4,3,3,1,0,11.0
1,Loyal Customer,60,Personal Travel,Eco,1609,5,2,5,3,2,5,2,2,3,5,3,3,4,2,0,0.0
0,Loyal Customer,30,Business travel,Business,2024,4,3,3,3,4,4,4,4,3,5,4,2,4,4,2,6.0
1,Loyal Customer,48,Business travel,Business,3752,1,1,1,1,5,4,4,4,4,4,4,5,4,5,0,0.0
1,Loyal Customer,42,Business travel,Business,2809,5,5,5,5,4,4,3,5,5,5,5,1,5,3,0,0.0
0,Loyal Customer,41,Business travel,Business,3994,4,2,2,2,5,4,3,4,4,4,4,4,4,3,0,0.0
1,Loyal Customer,40,Business travel,Business,1624,4,4,4,4,3,3,5,4,4,4,4,4,4,3,10,13.0
1,Loyal Customer,38,Business travel,Eco,2468,5,3,3,3,5,5,5,5,2,3,4,3,5,5,0,0.0
1,Loyal Customer,48,Business travel,Business,654,4,4,4,4,4,4,5,2,2,2,2,4,2,3,0,0.0
0,Loyal Customer,7,Personal Travel,Eco,2385,3,2,3,2,3,3,3,3,2,1,2,2,3,3,0,0.0
1,Loyal Customer,15,Personal Travel,Business,1784,4,1,1,1,3,3,4,4,4,4,4,4,4,5,0,7.0
1,Loyal Customer,14,Business travel,Eco,4208,4,3,3,3,4,5,4,3,1,3,2,4,1,4,12,65.0
0,Loyal Customer,45,Business travel,Eco,1253,3,1,1,1,3,3,3,3,1,4,4,1,4,3,1,0.0
1,Loyal Customer,49,Business travel,Business,2604,4,4,4,4,2,5,5,3,3,3,3,5,3,4,26,29.0
1,Loyal Customer,10,Personal Travel,Eco,1994,4,5,4,4,2,4,2,2,4,5,3,4,4,2,4,6.0
1,disloyal Customer,22,Business travel,Eco,1967,5,4,5,3,1,5,4,1,5,3,4,4,5,1,0,0.0
1,Loyal Customer,49,Business travel,Business,2042,0,0,0,3,2,5,4,5,5,5,5,3,5,5,1,0.0
1,Loyal Customer,41,Business travel,Business,2112,1,1,1,1,5,5,4,4,4,5,4,4,4,5,0,0.0
1,disloyal Customer,26,Business travel,Business,1564,4,4,4,4,3,4,3,3,5,5,5,4,5,3,0,0.0
0,Loyal Customer,52,Business travel,Eco,1739,2,2,2,2,1,2,1,1,2,4,3,1,3,1,32,24.0
0,disloyal Customer,26,Business travel,Eco,2353,3,3,3,4,2,3,2,2,1,2,4,3,4,2,0,9.0
1,Loyal Customer,61,Personal Travel,Eco,563,4,4,4,4,5,5,5,5,5,3,4,5,1,5,2,0.0
1,Loyal Customer,56,Business travel,Business,2906,0,0,0,1,3,4,5,5,5,5,5,5,5,5,0,0.0
0,Loyal Customer,50,Personal Travel,Eco,1824,3,5,2,4,4,2,4,4,5,4,4,5,4,4,0,0.0
1,Loyal Customer,55,Business travel,Business,3838,2,2,2,2,3,5,4,5,5,5,5,5,5,4,0,0.0
1,Loyal Customer,31,Business travel,Business,2430,5,5,5,5,5,5,5,5,5,3,4,2,4,5,0,0.0
1,disloyal Customer,44,Business travel,Business,3445,4,4,4,2,4,4,4,4,4,3,3,5,5,4,21,4.0
1,Loyal Customer,34,Business travel,Business,1795,5,5,5,5,4,5,4,3,3,3,3,4,3,5,0,0.0
0,Loyal Customer,46,Personal Travel,Eco,1936,2,4,2,3,3,2,3,3,5,5,4,4,4,3,9,16.0
1,Loyal Customer,15,Personal Travel,Eco,1534,5,5,5,5,2,5,4,5,5,5,5,3,5,3,0,0.0
0,Loyal Customer,46,Business travel,Business,2817,2,1,1,1,4,3,3,2,2,2,2,4,2,2,4,0.0
0,Loyal Customer,62,Business travel,Business,2447,2,1,1,1,4,2,1,2,2,2,2,2,2,1,0,0.0
1,Loyal Customer,38,Business travel,Eco,2510,5,3,3,3,5,4,5,5,3,1,3,2,4,5,10,9.0
0,Loyal Customer,42,Business travel,Business,350,1,2,2,2,4,3,4,1,1,1,1,2,1,2,0,0.0
0,disloyal Customer,12,Business travel,Eco,2466,1,1,1,4,2,1,2,2,1,4,3,2,4,2,26,24.0
1,Loyal Customer,43,Business travel,Business,1961,4,5,4,4,3,5,5,5,5,5,5,4,5,3,0,8.0
1,Loyal Customer,38,Business travel,Business,3891,5,5,5,5,4,1,4,5,5,5,5,3,5,3,0,0.0
0,Loyal Customer,46,Business travel,Eco,2260,3,2,2,2,3,3,3,2,1,2,4,3,3,3,141,139.0
1,Loyal Customer,55,Business travel,Business,1642,4,4,4,4,3,3,5,4,4,4,4,4,4,5,0,0.0
1,Loyal Customer,53,Business travel,Business,619,4,4,4,4,5,4,5,4,4,4,4,4,4,3,0,0.0
1,Loyal Customer,60,Personal Travel,Eco,64,1,1,1,1,4,4,4,4,2,5,5,3,5,4,0,0.0
1,Loyal Customer,34,Business travel,Business,522,1,1,1,1,3,4,5,4,4,4,4,4,4,3,0,0.0
0,Loyal Customer,20,Personal Travel,Eco,1634,1,5,1,5,2,1,1,2,3,3,4,5,4,2,66,60.0
0,Loyal Customer,52,Personal Travel,Eco,3904,3,4,3,3,2,3,4,2,5,3,5,3,5,2,36,17.0
1,Loyal Customer,31,Personal Travel,Eco,1850,5,5,2,5,3,4,4,5,5,5,5,5,5,5,0,0.0
1,Loyal Customer,41,Business travel,Business,3969,5,5,5,5,3,5,4,5,5,5,5,4,5,5,0,0.0
1,Loyal Customer,60,Business travel,Business,368,5,5,5,5,3,4,5,5,5,5,5,3,5,4,24,16.0
1,Loyal Customer,23,Business travel,Business,1985,5,5,5,5,4,4,4,4,5,4,5,5,5,4,0,0.0
0,disloyal Customer,30,Business travel,Eco,1494,3,3,3,3,2,3,2,2,1,3,3,1,3,2,20,19.0
0,Loyal Customer,9,Personal Travel,Eco,1601,1,3,1,2,2,1,3,2,4,4,2,4,3,2,51,49.0
0,Loyal Customer,38,Business travel,Business,1603,2,5,5,5,5,3,4,2,2,3,2,2,2,2,0,2.0
1,Loyal Customer,54,Business travel,Business,2950,3,3,3,3,5,4,4,4,4,4,4,4,4,4,0,7.0
0,Loyal Customer,44,Personal Travel,Eco,2031,2,4,2,4,4,2,4,4,3,3,5,4,4,4,4,0.0
0,Loyal Customer,39,Business travel,Business,3580,1,4,4,4,4,4,4,1,1,1,1,2,1,3,40,41.0
0,Loyal Customer,49,Business travel,Eco Plus,2646,3,5,2,2,3,3,3,3,1,5,3,2,4,3,1,0.0
0,Loyal Customer,57,Personal Travel,Eco,1518,2,4,0,4,3,0,4,3,3,1,1,3,5,3,0,0.0
1,Loyal Customer,43,Personal Travel,Eco,569,1,1,1,1,5,4,5,4,4,4,4,3,4,4,6,0.0
1,Loyal Customer,60,Business travel,Eco,1996,5,1,3,1,4,5,4,4,5,1,5,3,1,4,0,0.0
1,Loyal Customer,28,Business travel,Business,2127,2,2,2,2,4,4,4,4,2,5,2,4,1,4,31,88.0
0,Loyal Customer,61,Business travel,Business,3478,5,5,5,5,3,2,3,5,5,4,5,2,5,3,0,0.0
1,Loyal Customer,39,Business travel,Business,51,4,4,2,4,3,5,4,4,4,4,5,4,4,3,0,0.0
1,disloyal Customer,39,Business travel,Business,1574,5,5,5,3,2,5,2,2,4,4,5,4,4,2,0,0.0
1,Loyal Customer,51,Business travel,Business,1760,1,1,1,1,2,5,5,3,3,4,3,4,3,3,0,10.0
0,Loyal Customer,33,Business travel,Eco,2151,2,2,2,2,2,2,2,2,2,4,4,2,4,2,168,156.0
0,Loyal Customer,14,Personal Travel,Eco,1733,3,4,3,2,1,3,5,1,4,5,4,5,5,1,0,0.0
0,Loyal Customer,59,Personal Travel,Eco,431,4,5,4,3,2,5,4,1,1,4,1,3,1,4,0,0.0
1,Loyal Customer,33,Personal Travel,Eco Plus,2534,4,4,5,3,3,5,3,3,4,4,4,5,5,3,11,0.0
0,Loyal Customer,46,Business travel,Eco,2099,1,2,2,2,1,1,1,1,4,5,4,2,3,1,0,0.0
0,disloyal Customer,21,Business travel,Eco,2469,2,2,2,4,2,2,2,2,1,3,4,1,3,2,1,0.0
0,Loyal Customer,42,Personal Travel,Eco,1660,1,2,3,3,4,3,4,4,1,2,3,4,2,4,46,39.0
0,Loyal Customer,28,Business travel,Business,2929,2,4,4,4,2,2,2,2,3,3,3,2,4,2,1,0.0
1,Loyal Customer,43,Personal Travel,Eco,1074,5,5,5,5,5,4,5,4,4,4,4,3,4,5,0,0.0
1,Loyal Customer,11,Personal Travel,Eco,1020,5,4,4,4,5,5,5,5,5,2,4,1,1,5,0,0.0
1,Loyal Customer,68,Personal Travel,Eco,1535,4,1,4,2,2,4,2,2,3,5,3,3,2,2,21,18.0
0,Loyal Customer,46,Business travel,Business,1913,4,1,1,1,1,3,3,4,4,4,4,2,4,4,11,8.0
0,Loyal Customer,52,Business travel,Business,1515,3,1,1,1,1,3,3,3,3,3,3,4,3,1,0,0.0
0,Loyal Customer,69,Personal Travel,Eco,1869,2,5,3,3,4,3,4,4,2,5,5,4,3,4,0,0.0
0,disloyal Customer,20,Business travel,Eco,2268,1,1,1,4,5,1,5,5,4,5,4,3,5,5,0,0.0
0,Loyal Customer,48,Personal Travel,Eco,1968,1,4,5,2,2,5,2,2,4,3,5,4,5,2,0,0.0
0,Loyal Customer,14,Personal Travel,Eco,1356,4,5,5,2,2,5,2,2,4,4,4,4,5,2,0,0.0
0,Loyal Customer,31,Personal Travel,Eco,1644,2,4,4,2,5,4,5,5,2,1,5,2,2,5,97,82.0
0,Loyal Customer,55,Personal Travel,Eco,3016,2,3,2,3,4,2,4,4,1,5,3,2,3,4,0,0.0
0,Loyal Customer,18,Personal Travel,Eco,2953,1,1,1,2,2,1,1,2,2,5,1,3,3,2,10,7.0
0,Loyal Customer,50,Business travel,Business,2978,2,1,2,1,5,2,3,2,2,2,2,2,2,3,23,22.0
0,Loyal Customer,47,Personal Travel,Eco,1686,3,4,3,4,3,3,3,3,1,5,2,4,4,3,40,43.0
1,Loyal Customer,70,Personal Travel,Business,557,4,4,4,4,4,4,5,4,4,5,4,4,4,3,1,0.0
0,Loyal Customer,53,Personal Travel,Eco,1974,4,5,4,3,2,4,2,2,5,4,4,3,4,2,0,0.0
0,disloyal Customer,54,Business travel,Eco,1047,3,1,3,4,2,3,2,2,3,1,4,1,4,2,8,9.0
1,Loyal Customer,55,Business travel,Business,3823,2,2,2,2,4,5,4,4,4,4,4,5,4,5,0,2.0
0,Loyal Customer,21,Personal Travel,Eco,2529,2,4,2,2,2,2,5,2,5,2,3,1,2,2,0,0.0
1,Loyal Customer,25,Business travel,Business,2647,3,3,3,3,4,4,4,4,5,5,4,4,4,4,0,0.0
0,Loyal Customer,38,Personal Travel,Eco,1860,2,3,2,1,3,2,5,3,5,5,5,3,2,3,0,0.0
1,Loyal Customer,54,Business travel,Business,1344,2,2,2,2,2,5,4,4,4,4,4,3,4,5,0,0.0
1,Loyal Customer,29,Business travel,Business,2647,3,3,3,3,3,3,3,3,3,2,5,2,2,3,0,0.0
1,Loyal Customer,43,Business travel,Business,437,5,5,5,5,2,5,4,3,3,4,3,3,3,4,4,3.0
1,Loyal Customer,59,Business travel,Business,2477,4,4,2,4,5,4,5,5,5,5,5,3,5,5,0,0.0
0,Loyal Customer,35,Business travel,Eco,2471,2,1,1,1,2,2,2,2,4,2,4,4,4,2,4,13.0
1,Loyal Customer,57,Business travel,Business,1636,3,3,4,3,3,3,5,3,3,3,3,5,3,3,0,0.0
0,Loyal Customer,43,Personal Travel,Eco,2106,4,3,4,1,1,4,1,1,5,3,1,3,3,1,29,23.0
1,Loyal Customer,39,Business travel,Business,1976,2,2,2,2,5,4,4,5,5,5,5,4,5,3,19,0.0
0,Loyal Customer,66,Personal Travel,Eco,2900,3,2,4,3,4,4,4,4,1,1,3,1,3,4,7,7.0
0,Loyal Customer,11,Business travel,Business,2761,3,1,1,1,3,3,3,3,4,1,4,3,3,3,0,0.0
0,Loyal Customer,50,Personal Travel,Eco,1773,3,4,0,3,2,0,2,2,4,2,4,4,5,2,5,2.0
0,Loyal Customer,65,Personal Travel,Eco,4016,2,3,2,3,2,2,2,3,4,3,3,2,4,2,0,0.0
1,Loyal Customer,41,Business travel,Business,837,4,4,4,4,5,4,5,4,4,5,4,5,4,5,11,1.0
1,Loyal Customer,53,Business travel,Business,1376,2,2,2,2,4,5,4,4,4,4,4,3,4,5,24,28.0
1,Loyal Customer,43,Business travel,Business,2627,2,2,3,2,4,4,4,5,3,3,4,4,4,4,0,0.0
0,Loyal Customer,61,Business travel,Business,3239,2,2,2,2,2,2,2,2,2,2,2,3,2,4,0,0.0
1,disloyal Customer,22,Business travel,Business,1370,0,5,0,2,3,0,1,3,5,3,4,3,5,3,0,0.0
1,Loyal Customer,66,Personal Travel,Eco,290,1,1,3,1,3,3,3,3,3,3,4,5,4,3,0,0.0
0,Loyal Customer,48,Business travel,Eco,3462,3,4,4,4,3,3,3,3,1,3,2,4,3,3,0,5.0
1,Loyal Customer,42,Business travel,Business,582,5,5,5,5,3,4,4,4,4,4,4,3,4,3,0,0.0
0,Loyal Customer,72,Business travel,Eco Plus,1056,2,3,3,3,2,3,2,2,2,2,2,1,2,3,62,62.0
0,Loyal Customer,25,Business travel,Business,3127,4,3,4,4,4,3,4,4,3,1,4,4,3,4,52,48.0
0,Loyal Customer,35,Business travel,Eco,2088,3,4,4,4,3,3,3,3,4,1,4,4,3,3,0,0.0
0,Loyal Customer,40,Personal Travel,Eco,2251,1,1,1,1,1,1,1,1,3,3,2,1,1,1,0,8.0
0,Loyal Customer,70,Personal Travel,Business,637,1,2,1,3,4,3,3,1,1,1,1,3,1,4,0,0.0
1,Loyal Customer,40,Business travel,Business,548,5,5,5,5,3,5,4,4,4,4,4,4,4,5,0,1.0
1,Loyal Customer,65,Personal Travel,Eco,545,2,2,2,2,5,5,1,5,5,5,4,2,5,1,0,0.0
0,disloyal Customer,54,Business travel,Business,2765,4,5,5,2,5,4,5,5,4,3,5,5,4,5,0,0.0
1,Loyal Customer,38,Business travel,Eco,2873,2,3,3,3,2,3,2,2,4,4,5,3,2,2,0,0.0
1,Loyal Customer,42,Business travel,Business,1506,3,3,3,3,3,5,4,5,5,5,5,5,5,4,0,0.0
0,Loyal Customer,60,Personal Travel,Eco,1863,2,2,2,4,5,2,5,5,1,1,3,3,4,5,0,0.0
1,Loyal Customer,48,Business travel,Business,2829,1,1,1,1,3,4,5,4,4,4,4,5,4,4,0,17.0
0,disloyal Customer,22,Business travel,Eco,2369,3,3,3,3,4,3,4,4,1,5,3,3,3,4,0,0.0
1,Loyal Customer,56,Personal Travel,Eco,872,0,4,0,4,1,0,1,1,4,4,4,5,4,1,1,0.0
1,Loyal Customer,30,Personal Travel,Eco,1226,4,2,0,2,2,0,2,2,4,1,3,4,2,2,0,0.0
0,disloyal Customer,35,Business travel,Business,3167,1,1,1,3,2,1,2,2,5,3,3,4,5,2,0,23.0
0,Loyal Customer,42,Business travel,Business,569,2,2,2,2,2,3,4,2,2,2,2,4,2,2,0,0.0
0,Loyal Customer,38,Business travel,Eco Plus,1564,2,1,1,1,2,2,2,2,1,2,4,1,3,2,27,21.0
0,disloyal Customer,50,Business travel,Business,2175,2,2,2,3,3,2,4,3,4,5,4,5,5,3,40,27.0
0,Loyal Customer,51,Business travel,Business,3665,2,2,2,2,4,3,3,2,2,2,2,3,2,1,8,11.0
1,Loyal Customer,42,Business travel,Business,495,4,4,4,4,5,4,5,5,5,5,5,4,5,3,0,0.0
1,disloyal Customer,40,Business travel,Business,1332,5,5,5,2,1,5,1,1,4,1,3,1,2,1,10,17.0
1,Loyal Customer,57,Personal Travel,Eco,217,5,5,5,5,3,5,5,5,5,5,5,3,5,5,0,0.0
1,Loyal Customer,48,Business travel,Business,1618,2,2,2,2,2,4,5,2,2,2,2,5,2,4,0,18.0
0,Loyal Customer,37,Business travel,Eco,1095,1,5,5,5,1,1,1,1,2,5,3,1,4,1,0,0.0
0,disloyal Customer,38,Business travel,Eco,1769,2,3,2,3,5,2,5,5,1,5,3,1,3,5,0,0.0
1,Loyal Customer,21,Personal Travel,Eco,1331,4,4,2,4,4,5,4,4,4,4,4,5,4,4,0,0.0
0,Loyal Customer,37,Business travel,Business,3772,2,3,3,3,4,3,2,2,2,2,2,3,2,1,41,50.0
0,disloyal Customer,20,Business travel,Eco,1517,3,3,3,4,5,3,5,5,3,2,1,5,5,5,0,0.0
1,Loyal Customer,39,Business travel,Business,2371,5,4,5,5,4,4,5,5,5,5,5,3,5,3,12,0.0
0,Loyal Customer,46,Business travel,Business,329,4,3,3,3,5,3,3,4,4,4,4,2,4,4,0,0.0
1,Loyal Customer,53,Personal Travel,Eco,498,1,1,1,1,4,4,4,4,3,3,5,4,5,4,0,0.0
1,Loyal Customer,52,Personal Travel,Eco,721,4,4,4,4,3,4,5,3,3,3,3,3,3,5,0,0.0
0,Loyal Customer,43,Personal Travel,Eco,1529,3,2,3,4,4,3,4,4,4,3,3,2,4,4,0,0.0
1,Loyal Customer,67,Business travel,Business,3487,5,5,5,5,4,3,5,4,4,4,4,5,4,2,24,28.0
0,Loyal Customer,39,Business travel,Business,89,1,4,4,4,5,4,3,2,2,3,1,3,2,2,0,22.0
1,Loyal Customer,58,Business travel,Business,1476,3,2,3,3,2,5,5,4,4,4,4,5,4,4,8,24.0
1,disloyal Customer,44,Business travel,Business,2925,4,4,4,3,2,4,2,2,3,3,5,4,5,2,12,0.0
1,Loyal Customer,62,Business travel,Business,3663,0,0,0,1,1,3,2,1,1,1,1,4,1,1,0,0.0
1,disloyal Customer,25,Business travel,Business,1930,4,0,5,3,4,5,4,4,3,4,5,5,4,4,1,0.0
1,Loyal Customer,52,Business travel,Eco,2618,2,5,2,5,1,2,1,1,5,1,4,4,4,1,0,0.0
0,Loyal Customer,46,Business travel,Eco,2205,1,3,3,3,2,1,2,2,4,5,2,3,1,2,0,8.0
0,Loyal Customer,26,Personal Travel,Eco,1822,3,3,0,2,2,0,2,2,4,3,5,3,3,2,0,3.0
0,disloyal Customer,56,Business travel,Eco,1247,3,4,3,4,5,3,5,5,5,2,2,1,3,5,0,0.0
1,Loyal Customer,50,Business travel,Business,597,4,4,4,4,2,4,5,4,4,4,4,3,4,3,29,22.0
1,Loyal Customer,20,Business travel,Business,3531,5,5,5,5,5,5,5,5,4,3,5,3,4,5,124,109.0
1,Loyal Customer,48,Business travel,Business,3503,4,3,4,4,2,5,4,5,5,5,5,5,5,4,0,2.0
1,Loyal Customer,55,Business travel,Business,3802,3,1,3,3,2,5,4,4,4,4,4,4,4,4,0,0.0
0,Loyal Customer,32,Business travel,Eco,994,3,3,3,3,3,3,3,3,1,2,4,2,4,3,25,32.0
1,Loyal Customer,35,Business travel,Business,1654,5,5,5,5,4,4,4,4,4,5,4,4,4,3,0,0.0
0,Loyal Customer,23,Personal Travel,Eco,1618,3,3,0,3,2,0,2,2,5,2,1,2,3,2,13,0.0
1,disloyal Customer,24,Business travel,Eco,2597,4,4,4,1,4,1,2,5,3,5,5,2,5,2,0,0.0
1,Loyal Customer,28,Business travel,Eco,2854,5,5,5,5,5,5,5,5,1,5,2,4,4,5,0,11.0
0,Loyal Customer,31,Business travel,Eco,1605,3,1,1,1,3,3,3,3,4,3,4,3,4,3,0,0.0
0,Loyal Customer,66,Personal Travel,Eco,2057,3,2,3,1,5,3,2,5,4,3,2,1,2,5,0,0.0
1,Loyal Customer,61,Personal Travel,Eco,467,4,4,4,4,4,4,4,5,5,5,5,4,5,4,0,2.0
1,disloyal Customer,50,Business travel,Business,1991,5,5,5,4,1,5,1,1,4,4,5,4,4,1,20,2.0
1,Loyal Customer,48,Business travel,Business,2051,4,4,4,4,3,4,5,2,2,3,2,5,2,5,0,0.0
0,Loyal Customer,21,Personal Travel,Eco Plus,1318,2,5,2,3,1,2,1,1,4,4,4,4,4,1,0,0.0
1,Loyal Customer,58,Business travel,Business,1788,3,3,3,3,2,5,4,3,3,3,3,3,3,3,0,0.0
0,Loyal Customer,10,Personal Travel,Eco,2220,1,4,1,3,5,1,1,5,4,2,4,3,4,5,33,28.0
1,Loyal Customer,24,Business travel,Business,1417,3,3,3,3,5,5,4,5,4,1,3,5,2,5,4,23.0
0,Loyal Customer,40,Business travel,Business,2444,1,4,4,4,2,3,4,1,1,1,1,1,1,2,26,15.0
0,disloyal Customer,23,Business travel,Eco,1792,2,2,3,3,2,3,3,2,4,1,4,2,4,2,0,7.0
0,Loyal Customer,18,Personal Travel,Eco Plus,1970,3,5,3,1,2,3,2,2,3,4,5,3,5,2,0,0.0
0,Loyal Customer,8,Personal Travel,Eco,3632,1,3,0,3,1,0,1,1,2,4,3,1,3,1,0,
0,Loyal Customer,67,Business travel,Business,2765,1,2,3,2,2,3,4,1,1,1,1,3,1,2,2,17.0
0,Loyal Customer,64,Personal Travel,Eco,1102,1,3,1,2,5,1,5,5,2,3,3,2,2,5,29,18.0
1,Loyal Customer,44,Business travel,Eco,2509,2,5,5,5,1,2,1,1,2,1,5,5,3,1,44,36.0
1,Loyal Customer,13,Personal Travel,Eco,1096,0,5,0,4,5,0,3,5,5,3,4,5,4,5,0,0.0
0,disloyal Customer,38,Business travel,Eco,2483,3,3,3,1,3,3,3,3,1,3,5,5,3,3,0,6.0
1,Loyal Customer,41,Business travel,Business,256,1,1,4,1,4,5,4,5,5,5,5,3,5,4,12,0.0
0,disloyal Customer,26,Business travel,Eco,2060,1,0,0,4,3,0,3,3,3,4,3,2,3,3,4,6.0
0,Loyal Customer,23,Business travel,Eco Plus,2684,3,5,5,5,3,2,3,3,3,1,4,1,4,3,20,13.0
0,disloyal Customer,26,Business travel,Business,2009,1,4,0,3,2,0,2,2,3,2,5,4,4,2,18,0.0
0,Loyal Customer,58,Business travel,Business,1833,1,1,1,1,5,4,3,1,1,1,1,1,1,1,0,1.0
0,Loyal Customer,33,Personal Travel,Eco,2500,1,3,1,3,1,1,1,1,4,3,4,1,4,1,151,158.0
1,Loyal Customer,42,Personal Travel,Eco,670,1,1,1,1,5,4,4,5,5,5,5,3,5,3,0,3.0
