satisfaction,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
1,Loyal Customer,27,Personal Travel,Eco,1734,1,1,1,1,4,4,4,4,4,3,5,3,4,4,5,0.0
0,Loyal Customer,68,Personal Travel,Eco,2207,1,5,1,3,4,1,4,4,3,4,5,4,5,4,7,5.0
0,Loyal Customer,62,Personal Travel,Business,1051,4,5,4,3,3,5,5,5,5,4,3,4,5,4,0,0.0
1,Loyal Customer,33,Business travel,Business,3744,5,5,5,5,5,5,4,5,5,5,5,4,5,3,0,0.0
0,disloyal Customer,27,Business travel,Eco,1601,3,2,3,3,4,3,4,4,2,5,4,1,4,4,0,2.0
1,Loyal Customer,45,Business travel,Business,1952,0,0,0,4,5,5,5,3,3,3,3,3,3,3,4,0.0
0,disloyal Customer,31,Business travel,Business,2987,1,1,1,4,1,2,2,4,1,3,3,2,2,2,126,175.0
1,Loyal Customer,42,Business travel,Eco,1209,4,5,5,5,4,4,4,4,3,3,5,2,1,4,20,17.0
0,Loyal Customer,25,Business travel,Business,3614,2,5,5,5,2,2,2,2,3,1,3,1,4,2,12,27.0
1,Loyal Customer,26,Business travel,Business,3100,5,5,5,5,3,3,3,3,2,2,1,2,3,3,9,0.0
1,Loyal Customer,30,Business travel,Eco Plus,1837,0,0,0,5,2,0,2,2,4,1,3,4,5,2,0,0.0
0,Loyal Customer,54,Business travel,Eco,2150,2,2,2,2,2,2,2,2,2,2,2,2,3,2,13,9.0
1,Loyal Customer,21,Personal Travel,Eco,1815,2,2,2,2,4,4,4,4,5,3,4,4,5,4,0,0.0
0,Loyal Customer,19,Personal Travel,Eco,2445,2,5,2,3,5,2,1,5,4,2,5,4,4,5,0,3.0
1,Loyal Customer,40,Business travel,Business,1622,3,3,3,3,5,5,5,4,4,4,4,3,4,3,0,0.0
0,Loyal Customer,57,Personal Travel,Eco,815,4,4,4,3,4,5,4,4,4,4,4,5,4,4,0,7.0
0,disloyal Customer,22,Business travel,Eco,2016,2,2,2,4,5,2,5,5,2,2,4,4,1,5,0,0.0
0,Loyal Customer,52,Business travel,Eco,3185,3,4,4,4,3,3,3,3,4,1,4,1,4,3,0,0.0
1,Loyal Customer,40,Business travel,Eco,1533,5,2,2,2,5,5,5,5,2,2,3,3,5,5,7,1.0
1,Loyal Customer,34,Business travel,Business,2179,3,3,3,3,5,3,4,4,4,4,4,3,4,5,0,0.0
1,Loyal Customer,48,Business travel,Business,1618,2,2,2,2,2,4,5,2,2,2,2,5,2,4,0,18.0
1,disloyal Customer,25,Business travel,Business,1784,4,4,4,3,2,4,2,2,5,5,4,4,5,2,0,0.0
1,Loyal Customer,61,Personal Travel,Eco,2145,0,4,0,1,5,0,4,5,4,3,3,5,5,5,7,0.0
1,Loyal Customer,30,Personal Travel,Eco,2994,4,4,4,4,4,5,5,5,5,5,3,3,5,1,0,0.0
0,Loyal Customer,19,Personal Travel,Eco,1971,3,4,3,2,2,3,2,2,4,4,4,5,5,2,0,0.0
1,Loyal Customer,29,Business travel,Business,4982,3,3,3,3,4,4,4,4,4,4,4,4,1,4,9,0.0
1,Loyal Customer,36,Business travel,Business,803,5,5,5,5,2,4,4,4,4,4,4,4,4,3,0,0.0
1,Loyal Customer,24,Business travel,Business,3915,5,5,5,5,5,5,5,5,4,2,4,4,5,5,17,0.0
1,Loyal Customer,28,Personal Travel,Eco,1398,5,1,4,1,4,3,5,5,5,5,5,1,5,5,67,60.0
0,Loyal Customer,25,Business travel,Eco Plus,2400,3,2,2,2,3,3,2,3,1,1,3,2,3,3,0,0.0
0,Loyal Customer,10,Business travel,Eco,2614,2,4,4,4,2,3,2,3,1,4,3,2,2,2,315,307.0
1,Loyal Customer,54,Personal Travel,Eco Plus,461,1,1,1,1,2,4,5,5,5,5,5,3,5,3,9,33.0
1,Loyal Customer,54,Business travel,Business,828,1,1,1,1,2,5,4,4,4,4,4,5,4,5,0,0.0
1,Loyal Customer,61,Business travel,Business,3868,2,2,3,2,4,2,4,5,5,5,5,1,5,2,5,0.0
0,Loyal Customer,29,Business travel,Business,5457,3,1,1,1,3,3,3,3,4,1,3,1,3,3,2,9.0
0,disloyal Customer,54,Business travel,Eco,2231,1,2,2,3,2,2,2,2,3,4,3,1,4,2,0,0.0
0,Loyal Customer,48,Business travel,Business,3206,2,2,2,2,5,3,3,2,2,2,2,3,2,4,13,30.0
1,Loyal Customer,49,Business travel,Business,1514,4,4,4,4,5,4,4,4,4,4,4,5,4,3,0,0.0
1,Loyal Customer,55,Business travel,Eco,717,4,2,2,2,2,4,1,4,4,4,4,3,4,2,52,51.0
1,disloyal Customer,25,Business travel,Business,2098,5,3,5,5,2,5,2,2,4,4,4,5,4,2,7,0.0
1,Loyal Customer,51,Business travel,Business,4645,5,5,5,5,4,4,4,5,3,3,1,4,3,4,179,166.0
0,Loyal Customer,25,Business travel,Eco Plus,3905,2,2,3,2,2,2,4,2,2,4,3,1,4,2,0,0.0
1,Loyal Customer,60,Business travel,Business,2184,1,1,4,1,2,5,5,3,3,3,3,3,3,4,0,0.0
0,Loyal Customer,61,Personal Travel,Eco,1499,2,4,2,4,4,2,4,4,4,3,4,3,5,4,33,25.0
1,Loyal Customer,55,Business travel,Business,1166,5,5,5,5,2,4,4,4,4,5,4,5,4,5,0,0.0
0,Loyal Customer,49,Business travel,Business,1064,2,2,2,2,2,2,3,2,2,2,2,4,2,3,0,3.0
1,Loyal Customer,69,Business travel,Eco,763,5,4,4,4,4,2,3,4,4,5,4,2,4,3,5,0.0
0,Loyal Customer,52,Personal Travel,Eco,2364,1,5,0,3,3,0,2,3,5,1,1,4,3,3,10,18.0
0,disloyal Customer,39,Business travel,Business,2668,4,3,3,1,3,1,5,3,2,4,4,5,5,5,113,171.0
1,Loyal Customer,39,Business travel,Business,1958,3,3,3,3,4,4,5,5,5,5,5,4,5,3,55,47.0
1,Loyal Customer,66,Personal Travel,Eco,686,3,4,4,4,3,1,3,3,3,3,3,1,3,1,0,0.0
0,Loyal Customer,14,Personal Travel,Eco,1257,1,2,1,3,3,1,3,3,3,2,3,2,3,3,0,0.0
1,Loyal Customer,64,Personal Travel,Eco,2196,2,2,2,2,4,5,4,5,5,5,5,4,5,5,1,0.0
1,Loyal Customer,67,Personal Travel,Eco,359,5,2,2,2,5,5,5,5,4,3,4,2,2,5,11,9.0
0,Loyal Customer,38,Business travel,Business,2688,3,1,1,1,5,2,2,3,3,2,3,2,3,1,26,31.0
1,Loyal Customer,60,Personal Travel,Eco,897,1,1,2,1,4,5,1,4,4,5,3,2,4,3,29,15.0
1,Loyal Customer,41,Business travel,Business,2294,2,2,2,2,5,5,4,5,5,5,5,5,5,5,0,0.0
0,Loyal Customer,45,Business travel,Eco,1056,2,1,1,1,2,4,3,2,2,2,2,1,2,3,0,13.0
0,Loyal Customer,51,Personal Travel,Eco,2202,2,5,2,4,5,2,5,5,5,3,4,4,5,5,75,77.0
1,Loyal Customer,25,Personal Travel,Eco,2626,4,4,4,4,5,5,5,5,2,4,2,4,4,5,0,22.0
1,Loyal Customer,51,Personal Travel,Eco,1501,5,5,5,2,3,5,4,3,3,4,4,5,4,3,0,0.0
1,Loyal Customer,14,Personal Travel,Eco,3022,0,4,0,2,2,1,3,4,4,4,2,1,4,5,0,0.0
0,Loyal Customer,58,Business travel,Business,3409,1,2,2,2,5,4,3,2,2,2,1,2,2,1,0,0.0
1,Loyal Customer,60,Business travel,Business,466,4,4,4,4,4,5,4,4,4,4,4,4,4,4,17,0.0
0,Loyal Customer,27,Personal Travel,Eco,2609,3,5,3,3,4,3,4,4,5,3,4,3,5,4,0,0.0
1,Loyal Customer,47,Business travel,Business,2483,4,4,3,4,5,5,4,5,5,5,5,2,5,4,8,0.0
0,disloyal Customer,37,Business travel,Eco,1776,2,0,2,3,4,2,4,4,5,2,4,4,4,4,3,1.0
1,Loyal Customer,48,Business travel,Business,3536,0,1,1,1,5,5,5,3,3,4,4,1,3,1,0,0.0
0,Loyal Customer,43,Business travel,Business,2428,2,5,5,5,3,3,4,2,2,2,2,4,2,4,0,0.0
1,Loyal Customer,51,Personal Travel,Eco,355,1,1,1,1,3,4,5,4,4,4,4,3,4,5,0,0.0
0,disloyal Customer,37,Business travel,Eco,1787,1,3,1,5,1,1,1,1,3,5,4,5,2,1,0,0.0
0,disloyal Customer,40,Business travel,Business,1268,4,4,4,5,3,4,3,3,2,1,5,2,4,3,0,0.0
0,Loyal Customer,29,Personal Travel,Eco,2143,4,1,4,4,1,4,1,1,2,1,4,1,4,1,0,0.0
1,Loyal Customer,56,Personal Travel,Eco,1856,4,0,4,5,4,4,4,4,3,4,5,5,4,4,0,0.0
0,Loyal Customer,29,Business travel,Business,2172,1,5,4,5,1,2,1,1,1,5,3,4,3,1,0,0.0
0,Loyal Customer,45,Business travel,Business,98,4,2,3,2,2,4,4,4,4,4,4,1,4,1,87,87.0
1,Loyal Customer,69,Personal Travel,Eco Plus,571,2,2,2,2,2,2,4,4,4,5,3,4,4,3,0,0.0
1,Loyal Customer,9,Personal Travel,Eco,3082,5,5,5,5,5,5,5,5,4,2,5,5,5,5,0,0.0
1,Loyal Customer,69,Personal Travel,Eco,2086,3,3,3,3,4,5,4,4,4,4,4,4,4,5,50,42.0
0,disloyal Customer,22,Business travel,Eco,1777,3,0,3,2,3,3,3,3,1,3,4,1,5,3,17,4.0
1,Loyal Customer,45,Business travel,Business,3503,0,1,1,5,5,5,4,4,4,1,1,5,4,4,14,12.0
1,Loyal Customer,63,Personal Travel,Eco,1227,4,1,4,3,4,2,2,2,2,4,2,1,2,1,9,0.0
0,Loyal Customer,41,Personal Travel,Eco,3324,1,1,1,3,4,1,4,4,4,3,1,4,2,4,0,0.0
0,Loyal Customer,39,Business travel,Business,453,2,1,1,1,2,2,2,2,2,2,2,2,2,1,0,0.0
0,Loyal Customer,14,Personal Travel,Eco,2516,1,4,1,4,4,1,4,4,3,4,4,5,4,4,73,83.0
0,Loyal Customer,40,Personal Travel,Eco,1738,1,4,1,4,2,1,2,2,5,4,5,4,4,2,7,0.0
0,disloyal Customer,10,Business travel,Eco,2709,3,3,3,3,1,3,1,1,2,4,2,1,3,1,0,8.0
1,Loyal Customer,55,Business travel,Business,2411,2,2,2,2,2,5,5,4,4,4,4,4,4,4,6,0.0
0,Loyal Customer,17,Personal Travel,Eco Plus,2386,2,4,2,2,2,2,2,2,5,4,4,3,5,2,24,20.0
1,Loyal Customer,44,Business travel,Business,2517,1,1,1,1,3,5,3,4,4,4,4,5,4,3,0,0.0
1,Loyal Customer,50,Business travel,Business,3843,2,3,2,2,4,5,4,3,3,3,3,4,3,3,0,2.0
1,Loyal Customer,53,Business travel,Business,423,3,3,1,3,2,4,5,4,4,4,4,5,4,5,0,1.0
1,Loyal Customer,9,Personal Travel,Eco,3503,3,3,1,3,4,4,4,4,4,4,4,5,4,3,46,33.0
1,Loyal Customer,8,Personal Travel,Eco,2442,2,2,2,2,3,4,4,5,5,5,5,3,5,5,0,0.0
1,Loyal Customer,48,Business travel,Business,2018,3,3,3,3,2,5,5,5,5,4,5,4,5,5,4,3.0
1,Loyal Customer,52,Personal Travel,Eco,368,5,5,5,3,5,4,5,4,4,5,4,3,4,5,0,0.0
1,Loyal Customer,56,Business travel,Business,2318,1,1,1,1,4,3,4,4,4,4,4,3,4,5,0,6.0
0,Loyal Customer,30,Business travel,Eco Plus,1482,3,2,2,2,3,3,3,3,2,5,1,1,2,3,64,49.0
0,Loyal Customer,70,Personal Travel,Eco,1129,2,4,2,3,2,2,2,2,1,1,3,2,4,2,3,0.0
1,Loyal Customer,49,Business travel,Business,3669,3,3,3,3,4,4,5,5,5,5,5,5,5,4,0,0.0
1,Loyal Customer,44,Business travel,Eco,1517,4,1,1,1,4,4,4,4,1,3,5,2,1,4,0,0.0
0,Loyal Customer,53,Personal Travel,Eco,2224,3,4,3,2,1,3,1,1,4,4,5,4,5,1,0,0.0
1,Loyal Customer,47,Business travel,Business,2339,5,5,5,5,5,4,5,4,4,4,4,4,4,3,13,0.0
0,Loyal Customer,39,Business travel,Eco,1758,3,2,2,2,3,3,3,3,3,2,3,3,3,3,2,0.0
0,Loyal Customer,33,Business travel,Business,1980,3,3,1,3,4,4,4,3,3,3,3,1,3,3,0,0.0
1,Loyal Customer,54,Business travel,Business,2545,4,4,4,4,4,4,5,5,5,4,5,5,5,4,25,44.0
1,Loyal Customer,40,Business travel,Business,3009,2,2,2,2,2,4,4,4,4,4,4,3,4,5,0,0.0
0,Loyal Customer,11,Business travel,Eco Plus,2420,3,2,4,4,3,3,1,3,4,5,3,3,4,3,0,5.0
0,Loyal Customer,21,Personal Travel,Eco Plus,2570,1,5,1,3,3,1,3,3,4,5,5,1,1,3,42,68.0
0,Loyal Customer,15,Personal Travel,Eco,1279,2,5,0,5,3,0,3,3,3,2,5,5,4,3,3,0.0
1,Loyal Customer,20,Business travel,Business,3728,5,5,4,5,4,4,4,4,3,1,3,2,3,4,5,0.0
0,Loyal Customer,58,Business travel,Business,1995,3,2,2,2,3,3,3,3,3,3,3,2,3,3,0,3.0
0,Loyal Customer,36,Business travel,Business,1917,4,3,3,3,2,2,3,4,4,4,4,3,4,3,0,0.0
0,Loyal Customer,33,Personal Travel,Eco,2569,1,4,1,5,4,1,4,4,4,5,5,5,4,4,0,0.0
1,Loyal Customer,37,Business travel,Business,4034,0,0,0,4,3,5,1,4,4,5,5,1,4,2,0,0.0
0,Loyal Customer,8,Personal Travel,Eco,1308,2,4,2,4,1,2,1,1,4,5,5,4,4,1,0,0.0
0,disloyal Customer,27,Business travel,Business,2410,3,3,3,3,2,3,2,2,4,1,2,2,2,2,1,11.0
1,Loyal Customer,36,Business travel,Business,2621,5,5,5,5,2,5,1,4,4,4,4,3,4,4,0,0.0
1,Loyal Customer,37,Personal Travel,Eco,1658,4,2,4,3,5,4,5,5,4,2,4,2,4,5,0,0.0
1,Loyal Customer,54,Business travel,Business,1414,3,3,5,3,2,4,4,5,5,5,5,4,5,3,0,0.0
0,Loyal Customer,42,Personal Travel,Eco,1921,3,4,3,3,1,3,1,1,5,4,4,5,4,1,0,2.0
0,disloyal Customer,35,Business travel,Business,2296,4,4,4,4,2,4,2,2,4,5,5,4,4,2,0,0.0
0,Loyal Customer,54,Business travel,Business,2691,2,4,3,4,2,3,4,2,2,2,2,4,2,4,34,41.0
1,Loyal Customer,23,Personal Travel,Eco,2107,4,2,4,3,2,4,5,2,3,4,3,1,4,2,0,0.0
1,Loyal Customer,54,Business travel,Eco,2205,4,1,1,1,4,4,4,4,5,2,1,1,1,4,0,20.0
0,disloyal Customer,26,Business travel,Eco,1338,3,0,3,4,3,3,3,3,3,5,2,4,5,3,48,34.0
1,Loyal Customer,46,Business travel,Business,1713,1,1,1,1,2,3,4,2,2,2,2,3,2,4,2,0.0
0,Loyal Customer,34,Personal Travel,Eco,2596,1,2,1,3,4,1,4,4,1,4,3,2,3,4,1,0.0
1,Loyal Customer,26,Personal Travel,Eco,3099,2,2,2,2,2,4,4,5,5,5,5,3,5,4,0,0.0
0,disloyal Customer,30,Business travel,Eco Plus,1699,2,2,2,3,5,2,5,5,2,5,4,2,4,5,0,0.0
0,Loyal Customer,43,Personal Travel,Eco,2609,2,1,2,3,1,2,1,1,4,1,3,3,4,1,3,0.0
1,Loyal Customer,58,Business travel,Business,2274,1,1,1,1,3,5,4,4,4,5,4,3,4,4,0,0.0
1,Loyal Customer,58,Business travel,Business,3510,5,5,5,5,3,5,5,4,4,4,4,4,4,3,2,1.0
1,Loyal Customer,37,Personal Travel,Business,299,3,3,3,3,3,5,5,4,4,4,4,3,4,2,0,0.0
1,Loyal Customer,55,Business travel,Business,1099,2,2,2,2,3,4,4,5,5,5,5,3,5,3,0,4.0
0,Loyal Customer,36,Personal Travel,Eco,2018,3,4,3,3,4,3,2,4,4,5,5,5,4,4,0,0.0
0,Loyal Customer,39,Personal Travel,Eco,1478,4,1,4,1,3,4,2,3,1,2,2,2,2,3,4,0.0
1,Loyal Customer,38,Personal Travel,Eco,1954,4,4,4,4,5,5,1,4,4,4,4,3,4,2,1,6.0
0,Loyal Customer,15,Personal Travel,Eco,1394,3,5,3,3,1,3,1,1,3,5,5,3,1,1,0,0.0
1,Loyal Customer,26,Business travel,Business,2051,2,2,2,2,4,4,4,4,3,3,4,4,5,4,0,0.0
1,disloyal Customer,29,Business travel,Business,2570,4,4,4,4,4,4,4,4,4,4,5,3,4,4,0,0.0
0,disloyal Customer,23,Business travel,Eco,2520,3,2,2,3,5,2,5,5,5,1,2,5,3,5,0,0.0
0,Loyal Customer,7,Personal Travel,Eco,1961,3,4,3,3,2,3,2,2,1,5,5,5,3,2,0,0.0
1,Loyal Customer,41,Business travel,Business,2157,3,3,3,3,2,5,5,5,5,5,5,4,5,5,43,48.0
1,Loyal Customer,29,Personal Travel,Eco,1962,3,3,3,3,5,4,4,4,5,3,4,4,5,4,11,7.0
1,Loyal Customer,43,Personal Travel,Eco,766,5,5,5,5,3,2,5,4,4,4,4,3,4,3,24,14.0
0,Loyal Customer,36,Business travel,Business,1825,4,5,5,5,3,3,2,4,4,4,4,2,4,1,8,0.0
1,Loyal Customer,22,Personal Travel,Eco,2527,3,3,3,3,4,5,5,4,4,4,4,3,4,4,0,0.0
1,Loyal Customer,60,Business travel,Business,3407,5,5,5,5,3,5,5,5,5,4,5,5,5,4,0,0.0
1,Loyal Customer,44,Personal Travel,Eco Plus,364,5,5,5,4,2,2,4,5,5,5,5,5,5,2,0,0.0
0,Loyal Customer,43,Personal Travel,Eco,1794,1,5,1,3,4,1,4,4,3,3,4,5,4,4,0,0.0
0,Loyal Customer,47,Business travel,Eco,1479,4,4,4,4,4,4,4,4,2,3,3,3,4,4,0,10.0
1,Loyal Customer,55,Personal Travel,Eco,1560,4,4,4,4,3,4,5,3,3,2,3,4,3,5,0,0.0
1,disloyal Customer,18,Business travel,Business,1755,0,4,0,3,2,0,3,2,3,2,5,3,5,2,16,2.0
0,disloyal Customer,27,Business travel,Eco,966,3,3,3,2,2,3,2,2,5,1,1,2,3,2,0,0.0
1,Loyal Customer,45,Business travel,Eco,1550,4,2,2,2,4,4,4,4,5,1,2,1,5,4,26,21.0
0,disloyal Customer,34,Business travel,Eco,2304,2,3,2,3,2,3,3,3,1,4,3,3,1,3,302,296.0
1,Loyal Customer,10,Personal Travel,Business,1036,4,4,4,5,1,4,1,1,4,2,5,3,5,1,3,96.0
0,disloyal Customer,25,Business travel,Eco,1248,3,0,3,4,3,3,3,3,5,5,5,4,4,3,0,0.0
0,disloyal Customer,22,Business travel,Eco Plus,2596,1,1,0,2,4,0,4,4,2,2,2,2,3,4,0,6.0
1,Loyal Customer,14,Personal Travel,Eco,1823,4,2,2,2,5,3,2,4,4,4,4,5,4,5,0,0.0
1,disloyal Customer,14,Business travel,Eco,2843,5,5,5,3,3,5,3,3,4,3,3,3,4,3,2,0.0
1,Loyal Customer,42,Business travel,Business,3499,3,3,3,3,1,1,5,4,4,4,4,2,4,1,4,6.0
1,Loyal Customer,7,Personal Travel,Eco Plus,1723,3,3,3,3,2,5,4,5,5,5,5,3,5,3,2,10.0
0,disloyal Customer,24,Business travel,Eco,1750,3,4,3,1,5,3,4,5,5,2,5,2,5,5,0,0.0
0,disloyal Customer,23,Business travel,Eco,1606,1,4,1,3,4,1,5,4,1,1,4,4,4,4,17,2.0
0,Loyal Customer,60,Business travel,Eco,2304,1,3,3,3,1,1,1,1,1,2,4,3,4,1,42,39.0
0,Loyal Customer,55,Personal Travel,Eco,1846,3,3,3,3,2,3,2,2,1,3,3,1,4,2,11,19.0
0,Loyal Customer,48,Personal Travel,Eco,2329,2,4,2,3,1,2,1,1,1,5,3,1,2,1,0,0.0
1,Loyal Customer,53,Business travel,Business,2204,5,5,2,5,4,3,5,4,4,5,4,3,4,4,0,0.0
1,Loyal Customer,14,Personal Travel,Eco,2035,3,3,3,3,5,4,5,4,4,4,4,4,4,5,39,38.0
0,disloyal Customer,27,Business travel,Eco,2148,3,4,4,3,2,3,2,2,3,3,4,3,3,2,0,0.0
1,Loyal Customer,19,Personal Travel,Eco,1739,3,3,3,3,5,4,5,4,4,4,4,5,4,4,0,0.0
0,Loyal Customer,50,Business travel,Business,1697,4,2,1,2,2,3,4,4,4,4,4,3,4,1,0,13.0
0,Loyal Customer,70,Personal Travel,Eco,1091,2,5,2,3,2,2,2,2,4,2,4,3,4,2,8,5.0
1,Loyal Customer,52,Business travel,Eco,238,3,2,2,2,5,4,2,3,3,3,3,5,3,2,0,0.0
1,Loyal Customer,38,Personal Travel,Eco,3701,4,4,4,2,2,4,2,2,1,5,1,2,3,2,0,9.0
1,Loyal Customer,37,Business travel,Business,393,4,4,1,4,2,5,4,5,5,5,5,5,5,3,0,0.0
1,disloyal Customer,23,Business travel,Eco,1668,4,0,4,4,4,4,4,4,2,5,2,2,5,4,0,12.0
0,disloyal Customer,25,Business travel,Eco,1494,2,2,2,3,2,2,2,2,1,1,4,1,3,2,0,6.0
0,Loyal Customer,64,Personal Travel,Eco,2398,3,3,3,3,4,3,4,4,4,1,4,2,2,4,0,0.0
0,Loyal Customer,43,Personal Travel,Eco,1012,3,4,3,3,2,3,3,2,5,5,5,3,4,2,74,79.0
0,Loyal Customer,40,Business travel,Business,305,4,3,3,3,1,3,3,4,4,3,4,3,4,2,31,22.0
1,Loyal Customer,50,Business travel,Business,3571,3,3,3,3,5,5,4,2,2,2,2,4,2,5,2,0.0
1,disloyal Customer,24,Business travel,Business,2090,5,0,5,2,1,5,2,1,1,4,2,3,3,1,0,0.0
1,Loyal Customer,47,Business travel,Business,1962,2,3,2,2,2,5,5,4,4,4,4,4,4,4,55,41.0
1,Loyal Customer,44,Business travel,Business,2367,2,2,2,2,2,5,5,5,5,5,5,3,5,4,0,0.0
1,disloyal Customer,27,Business travel,Business,1103,4,4,4,3,3,4,3,3,4,3,4,5,4,3,3,21.0
0,disloyal Customer,24,Business travel,Eco,2505,2,2,2,4,2,2,4,2,3,4,4,3,5,2,40,42.0
1,Loyal Customer,42,Business travel,Business,2052,5,5,5,5,4,5,4,4,4,4,4,4,4,5,15,19.0
1,Loyal Customer,37,Business travel,Business,983,3,3,3,3,5,5,2,4,4,4,4,4,4,5,0,0.0
1,Loyal Customer,42,Business travel,Business,3320,5,2,5,5,5,5,4,4,4,4,4,4,4,5,20,0.0
1,Loyal Customer,62,Business travel,Business,1627,5,5,1,5,3,4,4,5,5,5,5,4,5,3,0,8.0
1,Loyal Customer,33,Business travel,Business,400,2,2,2,2,4,3,4,4,4,4,4,2,4,4,0,0.0
1,Loyal Customer,59,Personal Travel,Eco,220,3,3,3,3,3,4,4,5,5,5,5,5,5,5,0,0.0
0,Loyal Customer,13,Personal Travel,Eco,2056,2,5,2,3,4,2,4,4,1,3,3,5,1,4,0,0.0
1,Loyal Customer,64,Personal Travel,Eco,891,1,1,4,1,4,5,5,4,4,4,4,4,4,5,1,0.0
1,Loyal Customer,39,Business travel,Eco,1172,5,5,5,5,5,5,5,5,2,3,5,3,2,5,0,0.0
0,disloyal Customer,30,Business travel,Eco,1347,2,0,2,4,4,2,4,4,2,4,1,2,1,4,39,37.0
1,Loyal Customer,51,Personal Travel,Eco Plus,833,2,2,2,2,4,4,5,4,4,4,5,4,4,3,23,10.0
1,Loyal Customer,20,Personal Travel,Eco,1797,4,3,3,3,4,4,4,4,1,5,2,5,4,4,0,0.0
0,disloyal Customer,26,Business travel,Eco Plus,1994,3,5,4,2,4,4,4,4,3,3,1,3,1,4,0,0.0
1,Loyal Customer,32,Personal Travel,Eco,2608,2,2,2,2,1,5,3,3,3,3,3,3,3,2,0,0.0
0,Loyal Customer,37,Business travel,Business,3900,1,1,1,1,2,3,3,1,1,1,1,1,1,1,33,30.0
0,disloyal Customer,38,Business travel,Eco,1769,1,4,1,4,4,1,4,4,4,2,3,1,4,4,39,31.0
1,Loyal Customer,52,Personal Travel,Eco,498,5,4,5,3,5,2,2,3,2,4,5,2,3,2,7,14.0
1,Loyal Customer,40,Personal Travel,Eco Plus,1226,5,2,0,4,1,0,1,1,4,5,3,3,3,1,0,0.0
1,Loyal Customer,38,Business travel,Business,3430,5,5,5,5,5,5,5,4,4,4,4,4,4,3,0,0.0
1,Loyal Customer,42,Business travel,Eco,527,5,5,5,5,4,2,1,5,5,5,5,5,5,2,5,0.0
0,disloyal Customer,40,Business travel,Business,1617,2,2,2,4,5,2,5,5,2,4,2,3,4,5,0,0.0
1,Loyal Customer,49,Business travel,Business,635,4,4,4,4,1,4,3,4,4,4,4,3,4,3,21,14.0
0,Loyal Customer,68,Business travel,Business,2612,3,1,5,5,2,4,3,3,3,3,3,1,3,4,1,0.0
1,Loyal Customer,56,Business travel,Business,3233,3,3,3,3,4,5,5,4,3,4,4,5,3,5,248,262.0
1,Loyal Customer,34,Business travel,Business,3021,1,1,1,1,2,5,4,4,4,4,4,4,4,5,0,0.0
1,Loyal Customer,58,Business travel,Business,1529,0,5,1,3,3,3,2,2,2,2,2,2,2,1,0,0.0
1,Loyal Customer,48,Personal Travel,Eco,1218,0,0,0,2,1,4,3,5,5,5,5,1,5,5,0,0.0
0,disloyal Customer,16,Business travel,Eco,3215,1,1,1,4,5,1,4,5,1,4,4,3,3,5,55,36.0
0,disloyal Customer,42,Personal Travel,Eco,1137,4,0,4,3,5,4,5,5,5,5,5,4,4,5,16,13.0
1,Loyal Customer,44,Business travel,Business,2077,2,2,2,2,4,4,4,5,5,5,5,4,5,3,0,0.0
1,Loyal Customer,18,Business travel,Eco Plus,3753,4,3,5,3,4,4,5,4,1,5,4,4,3,4,3,0.0
0,Loyal Customer,52,Personal Travel,Eco,468,4,4,4,3,1,3,3,2,2,4,2,4,2,4,0,0.0
0,disloyal Customer,29,Business travel,Eco,1725,4,1,4,3,1,4,1,1,1,2,3,3,3,1,13,7.0
1,Loyal Customer,45,Personal Travel,Eco,645,4,4,4,4,2,5,5,5,5,5,5,5,5,5,67,45.0
1,Loyal Customer,23,Personal Travel,Eco,1904,3,3,3,3,2,5,4,5,5,5,5,4,5,5,4,0.0
1,Loyal Customer,31,Business travel,Eco,1885,5,3,3,3,5,5,5,5,5,3,5,1,5,5,0,0.0
0,Loyal Customer,14,Personal Travel,Eco,3592,3,2,2,4,1,2,1,1,4,4,4,3,3,1,29,
1,Loyal Customer,17,Business travel,Business,2255,4,4,4,4,4,4,4,4,4,5,5,3,5,4,89,77.0
0,Loyal Customer,44,Business travel,Eco,231,4,1,1,1,5,3,3,4,4,4,4,1,4,3,0,0.0
0,disloyal Customer,23,Business travel,Eco,2962,1,1,1,3,5,1,5,5,2,2,2,3,1,5,14,0.0
1,Loyal Customer,29,Business travel,Business,1928,1,1,1,1,5,5,5,5,4,2,5,5,4,5,4,0.0
1,Loyal Customer,16,Personal Travel,Eco,1720,5,5,5,2,4,5,4,4,3,5,4,3,5,4,0,0.0
1,Loyal Customer,31,Business travel,Business,4739,2,2,2,2,5,5,5,5,3,5,4,5,1,5,0,11.0
0,disloyal Customer,27,Business travel,Eco,1963,1,1,1,4,2,1,5,2,4,3,3,1,3,2,0,0.0
1,disloyal Customer,42,Personal Travel,Eco,1742,4,4,4,5,4,4,4,4,5,4,5,5,5,4,0,6.0
0,disloyal Customer,22,Business travel,Eco,2252,2,5,2,1,4,2,4,4,4,3,4,4,5,4,5,14.0
0,Loyal Customer,55,Business travel,Eco Plus,617,4,4,3,4,3,3,3,4,4,4,4,3,4,1,0,0.0
1,Loyal Customer,42,Business travel,Business,3387,5,5,5,5,3,5,4,5,5,5,5,5,5,4,69,55.0
